id,name,artist,popularity,duration_ms,album,release_date,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,mood
0B0cpBMtYjk5PAwM0bkuoB,Under the Poplars,Sheila Withmore,50,164132,Under the Poplars,2/24/2023,0.414,0.0161,-30.086,0.038,0.994,0.941,0.123,0.156,63.45,4,calm
3hA4o2GOVotNTAzZEY7kBj,The Light Of That Morning,Kisane,33,154620,The Light Of That Morning,4/28/2023,0.627,0.0119,-26.341,0.0534,0.995,0.941,0.11,0.373,87.369,3,calm
1XxpdpkVxh9B3jYOW3Le14,Wurzeln,Lekk,49,152908,Glass Stone,6/7/2021,0.228,0.0101,-32.938,0.0446,0.988,0.759,0.177,0.183,112.62,4,calm
4p1twb8bM9ZmWE2msuH8E8,Never Let You Go,Junie Graziano,67,114232,Never Let You Go,3/31/2023,0.407,0.00358,-27.226,0.0477,0.995,0.952,0.1,0.289,65.243,4,calm
2wD4uaLNl9DZrBmRC87a3W,Drøm,Tankeflukt,46,109704,Drøm,9/2/2022,0.383,0.0552,-29.565,0.0371,0.991,0.911,0.0979,0.127,113.956,3,calm
0EmLqKNpKexYXHjw5fqeiW,Milleniaria,Roland Toubin,57,177792,Milleniaria,7/15/2022,0.407,0.00402,-30.628,0.0456,0.995,0.914,0.0815,0.413,112.962,4,calm
7F6hlMdM7OrUw8C1W4pjAC,Poesia,Fernando Alegre,66,125248,Poesia,1/20/2023,0.641,0.0114,-27.475,0.0458,0.996,0.964,0.106,0.483,80.989,3,calm
25DsngbeW7QvMTuPJBy8ww,Down The Line,Cassandra Millen,35,146862,Down The Line,4/28/2023,0.391,0.00926,-29.409,0.046,0.993,0.94,0.093,0.176,95.998,3,calm
2oafUifmaR1uBS3o9o7uLO,Quiet Eyes,Davignon,66,141451,Quiet Eyes,2/24/2023,0.345,0.0305,-24.169,0.0326,0.987,0.935,0.1,0.137,162.612,4,calm
7K1S5y76RWJY7jIxSWupEy,Stay with me,Réka Ioescu,41,167754,Stay with me,3/10/2023,0.485,0.0162,-32.551,0.0443,0.995,0.966,0.131,0.246,66.089,4,calm
1iWqz6adg6vBQDBub0xHLc,Mornings,Ziva,41,114644,Flor,1/22/2023,0.495,0.0121,-36.003,0.056,0.994,0.946,0.0617,0.263,110.625,1,calm
37aia1wG2Ncz8AWjM4tPlY,Om än bara för en stund,Maya Åström,56,158591,Om än bara för en stund,7/29/2022,0.504,0.056,-24.25,0.0478,0.992,0.963,0.11,0.337,75.761,4,calm
6KH1ipvlKEfafZOSXR5nwm,Keepsakes,Lennon McKenna,40,166019,Keepsakes,2/3/2023,0.287,0.05,-27.893,0.041,0.993,0.943,0.103,0.119,178.316,4,calm
4Be7nKSjLG0iWmt0OJXEks,The Porch Swing,Billie Ivory,44,129500,The Porch Swing,6/11/2021,0.367,0.00273,-30.227,0.0504,0.995,0.924,0.094,0.308,123.554,1,calm
4nZCJzRoJqcItuc81ZnCBj,A Dream of Tomorrow,Kisane,48,133365,A Dream of Tomorrow,2/24/2023,0.544,0.0581,-26.452,0.0355,0.988,0.904,0.0842,0.159,66.274,4,calm
3e9Gta423esoiEi5AoIApd,momente,Massimo Pavoni,59,126289,momente,12/29/2021,0.343,0.0133,-25.855,0.0416,0.993,0.948,0.101,0.14,72.186,3,calm
4tqAHq4q1M9m9AOhaWqNKn,Dreamy,Hania Rani,59,179800,Dreamy,1/20/2023,0.495,0.0696,-31.384,0.0296,0.96,0.898,0.119,0.276,95.193,3,calm
4zGivzfk4ZSzwALLylGAMc,the fishermans daughter,Delaney & Delaney,39,171789,The Fishermans daughter,10/28/2022,0.34,0.00268,-36.036,0.0415,0.996,0.939,0.131,0.173,74.282,4,calm
1EFoFLPtWaKdBeDTdce8nQ,The Goodbyes We Never Said,Yichu Ann Chen,48,114972,The Goodbyes We Never Said,3/31/2023,0.507,0.027,-28.869,0.0591,0.984,0.951,0.105,0.411,63.721,4,calm
4vDA036RKeQjigYZmANk3Y,Days Gone By,Tiny Rhino,54,188500,Days Gone By,12/11/2020,0.305,0.0167,-33.381,0.045,0.994,0.948,0.104,0.376,166.454,4,calm
15ErabbOFwo4gEknWytsAG,Me Time,Jakob München,65,116206,Me Time,3/9/2023,0.723,0.253,-25.567,0.0562,0.992,0.953,0.0956,0.19,86.956,4,calm
5ro4n67wO8Q8aRV3upxnut,Once Upon A Star,Julius Cuvier,62,103040,Once Upon A Star,2/17/2023,0.463,0.0347,-27.082,0.0543,0.993,0.908,0.0976,0.628,103.001,4,calm
7onCPDRFcCglFj03sdUhf9,What We Hope For,Daniel Schrage,42,196000,What We Hope For,4/15/2022,0.27,0.0573,-31.701,0.0393,0.993,0.923,0.095,0.136,186.003,3,calm
3OuSwVoqxlaKO3MfcigSNp,Time Flies,Pieter de Graaf,48,193241,Time Flies,4/1/2022,0.3,0.0224,-29.256,0.0371,0.995,0.91,0.0775,0.343,92.059,3,calm
4JpAOAqjjv9GFrbASIOGLa,Zenith,Elinaura,42,215155,Zenith & Stillness in Waiting,2/17/2023,0.702,0.0144,-30.737,0.061,0.995,0.959,0.105,0.162,67.519,3,calm
2CTRsFkCzXEafseF4MLRN9,Nouvel Agneau,Eric Badanti,54,139802,Nouvel Agneau,6/3/2022,0.414,0.0496,-25.689,0.0285,0.979,0.873,0.112,0.184,94.149,3,calm
4Vj6uqVryCg8v3QshrKem7,Nádherný deň,Zuzana Kudová,52,119008,Nádherný deň,8/26/2022,0.309,0.0424,-26.596,0.04,0.995,0.909,0.106,0.403,81.773,1,calm
0CDcAZ780aambjOfSyi3nv,Evening tide,Arlo Thiem,39,136624,Evening tide,1/20/2023,0.551,0.0157,-28.943,0.0492,0.995,0.851,0.1,0.366,68.94,4,calm
7sthK300jq1FzpSvJXID1L,For Catherine,Chad Hammond,54,138243,For Catherine,7/15/2022,0.435,0.0726,-24.788,0.0356,0.988,0.941,0.107,0.424,72.702,4,calm
6w5UdflXn5t7rLq8pUP4Ft,Rocking Chair,Jordane Tumarinson,45,162419,Rocking Chair,5/14/2021,0.487,0.0416,-24.113,0.055,0.978,0.889,0.0984,0.0947,92.315,4,calm
6a2LtHG5EH3GSjkkFVFFNK,Raconteur,Dean Demir,59,107717,Raconteur,2/18/2022,0.417,0.00489,-31.073,0.0419,0.988,0.937,0.0911,0.286,71.084,4,calm
0npVs5vYX7x8YohsZi9Ba7,Ancient Poem,Lorenzo Balzotti,38,134085,Ancient Poem,1/27/2023,0.502,0.0466,-27.364,0.0547,0.991,0.95,0.0971,0.199,99.489,4,calm
68gOBP9twtrWZUOlwt6wZ6,Stay In Yesterday,Emanuel Driesen,54,155000,Stay In Yesterday,10/28/2022,0.403,0.0344,-29.611,0.0599,0.993,0.953,0.103,0.303,67.416,4,calm
57p8sEB0RZILwSvgAAJgh4,Mangetsu,Marlon Guild,44,158406,Mangetsu,7/8/2022,0.387,0.00392,-32.207,0.0389,0.991,0.906,0.0902,0.198,84.636,4,calm
3NqUYlQxTAWw3Mg3OaOwUE,Rester Dans Les Parages,Arlo Thiem,58,148000,Rester Dans Les Parages,1/14/2022,0.39,0.0358,-27.261,0.0342,0.992,0.89,0.122,0.159,140.22,4,calm
4GBWvw48RFr6WQDSvFJ5yh,Altar,Christian Janssen,48,137520,Altar,2/10/2023,0.448,0.0238,-29.034,0.0416,0.993,0.913,0.104,0.153,83.273,4,calm
7pr6Gr8kWMdn0tnC32SN8U,My Dreamland,One Man Quartet,59,95926,My Dreamland,1/20/2023,0.614,0.128,-22.345,0.1,0.996,0.968,0.108,0.549,76.14,4,calm
6NAPBc3ZdmIgftLDkxyZ5C,Study for Proun,Alva Brunel,40,165559,Study for Proun,5/6/2022,0.265,0.0425,-29.47,0.0384,0.993,0.919,0.107,0.142,90.253,4,calm
0ptKkh5g9jnbLnNQjbpBTs,Fratelli,Pontus De Bjorn,46,127500,Fratelli,6/11/2021,0.345,0.0303,-30.848,0.0426,0.991,0.939,0.106,0.242,126.968,3,calm
2y5ndtKSNhKxhAmnrDbuIg,I Mellanrummen,Lo Mimieux,46,129011,I Mellanrummen,5/14/2021,0.647,0.054,-21.926,0.047,0.995,0.982,0.104,0.155,109.408,4,calm
78HgRXSRwG7GOMDxIepo5r,Landscape Sedate,Junius Clyde,38,161624,Landscape Sedate,1/27/2023,0.574,0.00589,-29.791,0.116,0.995,0.955,0.122,0.197,70.986,3,calm
6QjDVuX5ufvEQZfo5gmBKi,Views Of Nature,Tiphaine Calvet,46,138717,Views Of Nature,8/13/2021,0.485,0.0349,-27.584,0.0526,0.993,0.978,0.111,0.487,80.627,3,calm
2uDpyb11bwgMOqLQ1ZQ9E9,Wisteria Blue,Anna Landström,52,147243,Wisteria Blue,3/4/2022,0.319,0.0321,-24.243,0.0337,0.985,0.956,0.108,0.185,76.268,4,calm
26Sfu4rZ10IU9R5u3erN00,unkai,Klaüs,40,141910,unkai,8/11/2022,0.39,0.0331,-26.019,0.0402,0.991,0.927,0.0819,0.186,76.4,4,calm
12fP6KSs4CyLE6MnVs2VLc,Waiting For You,Lavendle,51,147750,Waiting For You,3/19/2021,0.456,0.00698,-32.483,0.0976,0.994,0.961,0.121,0.321,68.92,3,calm
59xDPiJXRjFptEUIKmagDn,Winter - Ambient Mix,Ola Gjeilo,43,252160,Winter (Ambient Mix),10/21/2022,0.155,0.00582,-36.952,0.0351,0.991,0.856,0.0948,0.0638,69.345,3,calm
1uKZ6TyMFXuvu9sZWpN202,Sonnen Sterne,Che Lan,50,179692,Tal Weg,2/6/2022,0.258,0.0317,-31.712,0.0428,0.976,0.858,0.103,0.304,199.722,4,calm
6FPMx8iE0KmRFecOqkk3td,Infinite,Leo Mano,55,146491,Infinite,1/21/2023,0.318,0.0101,-26.897,0.0354,0.983,0.913,0.107,0.248,72.295,3,calm
0A3qYD4HtfUkL4mMytek2m,Saving Daylight (Revisited),Lake Isabel,50,178000,Saving Daylight (Revisited),5/14/2021,0.448,0.0366,-27.615,0.0405,0.996,0.9,0.11,0.296,108.067,5,calm
3F1jev8GAdSB1jyKHuAqhZ,Al fín,Arata Rin,43,148055,Al fín,7/3/2022,0.559,0.0026,-27.63,0.0548,0.995,0.963,0.088,0.387,71.587,4,calm
7aUvdK4ijMLLm29HAeuQzm,Fascination,The Masked Pianoman,38,135322,Fascination,7/15/2022,0.34,0.00511,-34.318,0.0417,0.992,0.938,0.0781,0.293,68.388,3,calm
52gy2KpFkLkAERIhMCYESc,Il Colibrì,Carlo Boscoli,58,150187,Il Colibrì,11/12/2021,0.503,0.0555,-24.975,0.0338,0.977,0.824,0.106,0.167,128.033,4,calm
4CJk8MsMYM1y9ve1jpG9Pz,The Sailor's Tale,Elliott Jack Sansom,46,132375,Storybook,6/11/2021,0.358,0.0188,-27.921,0.0384,0.992,0.938,0.113,0.132,55.987,4,calm
69ZVTxad3rNnwZPwMOk9yX,Tu me donne de la force,Jonathan Salmon,50,136000,Tu me donne de la force,6/11/2021,0.243,0.0246,-29.454,0.0396,0.992,0.875,0.113,0.214,168.098,4,calm
7FIIDU8NgQSsVPPZOQa3Hu,Kiruna,Sverker Johansson,38,159125,Kiruna,5/20/2022,0.241,0.00659,-29.281,0.0857,0.99,0.926,0.108,0.165,71.387,4,calm
3iwSjHyE2dXvTgzL2u771I,Ombre,Valentina Romano,52,125183,Ombre,12/16/2021,0.397,0.00919,-27.502,0.0402,0.994,0.934,0.104,0.102,76.178,4,calm
0V2qmRvvcoXijqbvL3vzPb,Springtime Afternoons,Moonlight Echoes,42,109180,Springtime Afternoons,5/27/2022,0.384,0.0343,-26.154,0.0444,0.995,0.935,0.0962,0.372,77.775,4,calm
0vaiq2ZcMe2rtd7eGqIY8b,branches of hope,mandarin + cedar,39,196105,branches of hope,1/27/2023,0.495,0.0123,-25.612,0.0594,0.995,0.961,0.0791,0.167,66.98,5,calm
605vPvBlmE54bJUiT8BKm0,Absence,Narelle Dane,54,180750,Absence,10/28/2022,0.321,0.0331,-30.379,0.0429,0.981,0.943,0.105,0.174,62.189,4,calm
5y3ZKV2ze2sbNHN4InCSax,Stolen Moments,Thomas Michel,38,127610,Stolen Moments,5/6/2022,0.467,0.0524,-31.318,0.0386,0.994,0.94,0.106,0.489,93.872,4,calm
43z2LSP0180NFwr720P3xk,Remembrance,Elfrieda,55,146000,Remembrance,1/14/2022,0.459,0.101,-26.824,0.0417,0.977,0.866,0.098,0.241,76.974,4,calm
5GVo7iQPoQUDOX1xUadS1p,Volga,Ivan Vladusic,50,169374,Volga,1/7/2022,0.31,0.0975,-30.279,0.0399,0.952,0.873,0.11,0.164,113.684,4,calm
1BfkOTr6W7SyXsfappHLHy,Goodwill,Rick Gallagher Project,60,206868,Goodwill,10/22/2021,0.236,0.056,-31.629,0.0437,0.992,0.926,0.0975,0.184,211.567,4,calm
03wyufh9uNomZdlKIcQ0E4,Matria,Lara Di Umbra,47,152000,Matria,1/22/2021,0.4,0.0117,-27.834,0.0346,0.995,0.869,0.0935,0.214,98.24,4,calm
6rpe9Mdf5msSSHYZHOPuRA,Endless Summer,Alexander Motovilov,49,165902,Endless Summer,4/15/2022,0.408,0.105,-25.463,0.0377,0.987,0.922,0.136,0.298,140.174,3,calm
1qkv4AQX3dQ93UtiEjLETB,Flow like there's no tomorrow,Lisa Kriegler,37,216531,Flow like there's no tomorrow,5/27/2022,0.396,0.0198,-24.569,0.0342,0.983,0.935,0.0724,0.104,129.312,3,calm
5axUCaGmmqMGXyAg8BF1FF,Le notti rosse,Marinella Necchi,54,134595,Le notti rosse,12/30/2021,0.339,0.0138,-33.138,0.0337,0.992,0.902,0.0866,0.175,82.431,4,calm
3d8ujibjeeCh4tgyMwz2jk,Summer Light,Aaren Hughes,50,132681,Summer Light,3/3/2022,0.533,0.027,-29.485,0.0554,0.996,0.876,0.103,0.147,52.556,4,calm
0RFePvTBDtrlnhopyDRS73,Bienveillant,Edie Chastain,57,117472,Bienveillant,12/16/2021,0.416,0.0267,-31.465,0.0434,0.995,0.943,0.122,0.393,74.187,1,calm
7JovgYye2faHH2pvnV0EY4,Estebania,David Sato,43,171827,Estebania,9/8/2021,0.481,0.0875,-19.271,0.0338,0.992,0.866,0.104,0.186,101.224,3,calm
5H6H2pYhX8tYGQ2DG4QeB0,Mar De Ardora,Biba Dupont,48,186352,Aira,12/11/2020,0.237,0.0082,-30.464,0.0426,0.995,0.925,0.0993,0.262,206.236,3,calm
058YoEqihKwmd8ipTOEWse,Reverence,Andrea Monet,52,138000,Reverence,1/7/2022,0.495,0.0495,-29.144,0.0358,0.984,0.937,0.102,0.223,61.915,4,calm
4xTvAj3iYFWOoeaErsNwbj,Wake with me,Brian Lyndon,54,135647,Wake with me,8/27/2021,0.277,0.00176,-43.303,0.0485,0.99,0.945,0.103,0.0795,110.541,4,calm
4WFF3LgLuK0qGqY1YUdzD6,Tendrement,Michael Janzen,59,129901,Tendrement,3/4/2022,0.422,0.0265,-26.777,0.0391,0.993,0.937,0.0977,0.23,76.954,3,calm
0AYrLSjYgZBmCjdm5jlg0S,Sanssouci,Jean d'Yeu,37,135626,Sanssouci,5/13/2022,0.303,0.0549,-27.555,0.0375,0.994,0.936,0.0826,0.123,84.278,4,calm
2n07NKEPbQ1ABTvhTGJcYj,Immersion,Ellie-May Robertson,53,144500,Immersion,11/26/2021,0.465,0.0561,-30.924,0.0512,0.989,0.882,0.123,0.697,110.634,4,calm
2iADUGfIsYKXNmZtkxScdH,Gnossienne: No.1 (Satie Reworks) - Spotify Singles,Erik Satie,51,159837,Spotify Singles,3/22/2022,0.337,0.0708,-29.097,0.0317,0.98,0.927,0.109,0.188,130.479,4,calm
2AzcwB71umzu8W0jYlCiRA,Sud,Jean-Marc Olivier,38,127358,Sud,4/15/2022,0.289,0.00622,-32.458,0.0442,0.991,0.92,0.115,0.351,92.359,4,calm
2yZU1Y2Zagb4Ymm5gK72ab,Homestead,Chris Donner,52,162250,Homestead,2/25/2022,0.308,0.0902,-29.772,0.0367,0.977,0.843,0.107,0.363,128.205,3,calm
4dc6eq2N9fGfdBGtIGZu3N,Symbiosis,Davignon,47,149874,Symbiosis,12/3/2021,0.47,0.03,-24.521,0.0392,0.972,0.909,0.108,0.0614,67.885,3,calm
1f9RHATlSLTKsEgGjC6lQh,Little While,Tim Linghaus,43,155685,Little While,3/4/2022,0.268,0.0207,-27.861,0.0337,0.995,0.94,0.113,0.25,164.544,3,calm
0BoqkSGAGK4hDsf4coC1IE,Meraviglia,Porch Upright,47,111492,Meraviglia,3/11/2022,0.522,0.0661,-23.592,0.0692,0.989,0.969,0.106,0.259,143.458,4,calm
3B00y1wVSCix4zUW7tDCZx,The Toska,Lennon McKenna,54,155107,The Toska,6/24/2022,0.363,0.00897,-24.33,0.0482,0.991,0.928,0.123,0.268,133.988,3,calm
2Mc7mVrymhooU24Hitf5D7,The Farewell,Reivaj Ebol,47,168000,The Farewell,7/30/2021,0.324,0.0205,-29.941,0.0448,0.993,0.918,0.0786,0.207,86.586,1,calm
2unmie5sfHDGwSQO9jEok4,Pioggia Eterna,Clara Nishimoto,46,170874,Pioggia Eterna,6/29/2020,0.495,0.041,-32.364,0.0464,0.996,0.945,0.103,0.148,62.007,4,calm
7lE18SWzAxh5SfMbie92jN,Rondel,Lydia Webber,50,171085,Beija-flor,10/3/2021,0.371,0.0104,-30.996,0.0353,0.99,0.914,0.139,0.394,105.688,4,calm
1YNBtfhdSPKJlbD3tdERNx,"Impromptu No. 1, Lukewarm Tea",Hikaru Shirosu,38,189750,Op. 1: Multiverse,6/1/2022,0.544,0.00131,-32.458,0.63,0.988,0.938,0.0592,0.884,70.071,4,calm
22wBRYNiY0W3Kl1Zk6hmAk,Passage sombre,Chloé Aubrée,49,134500,Passage sombre,1/14/2022,0.455,0.026,-26.911,0.0773,0.994,0.964,0.101,0.186,74.669,4,calm
5gKleAF9imvWmf46kIVar7,Everlost,Domi Nova,37,181616,Everlost,4/15/2022,0.381,0.0317,-25.389,0.0378,0.987,0.829,0.1,0.148,73.851,3,calm
3GXXTCrbeSnCCeex84gUnX,Looking Back,JON,43,170291,Looking Back,3/19/2021,0.341,0.0573,-26.771,0.0412,0.992,0.899,0.121,0.36,112.874,4,calm
0YFMpvuxexjjj8lZKYRCrD,The Owl,Valérie Beaumont,46,179250,The Owl,9/10/2021,0.485,0.151,-30.31,0.0313,0.986,0.911,0.108,0.345,61.566,4,calm
3voEoccU1Hg1QdE0j4qxw1,Romanze,Lisa Kriegler,60,131146,Romanze,7/8/2022,0.491,0.0287,-24.258,0.0376,0.994,0.947,0.0898,0.291,63.651,3,calm
3iyNoFOyMTZU1SdGbnmdy6,Purity,Yao Chen,52,146000,Purity,2/18/2022,0.368,0.153,-27.895,0.026,0.96,0.863,0.111,0.508,75.194,4,calm
0KvFmO3jMkMK5jsZD3EC9J,In Dreams,Jef Martens,37,138625,In Dreams,5/2/2022,0.352,0.0228,-28.62,0.0364,0.991,0.962,0.097,0.114,131.127,4,calm
2rcjEdhxMASzFKFMLE0VyK,Beyond The Words,Phoebe Waits,43,152241,Beyond The Words,12/16/2021,0.397,0.0431,-26.433,0.0348,0.981,0.893,0.111,0.217,116.304,4,calm
5RkIxZFkyS5T5UE8eljQQX,The Memory Remains,Javi Lobe,37,135015,The Memory Remains,3/4/2022,0.356,0.0956,-22.3,0.0395,0.988,0.933,0.102,0.21,63.203,4,calm
60aQ47g6775vmbN3yMntql,My Absence,Giselle Guarezi,59,118270,My Absence,1/28/2022,0.574,0.0236,-24.283,0.0691,0.996,0.953,0.121,0.245,68.24,4,calm
7HqxTwva2cSMSbLDAEzaI5,Lumière Du Matin,Abelin Lagarde,51,167142,Lumière Du Matin,10/21/2021,0.3,0.013,-34.049,0.0358,0.99,0.929,0.114,0.208,90.631,4,calm
2CpQl1stZIShcwat5Y6Q8Z,Blue Without You,Josef Homola,52,143000,Blue Without You,7/8/2022,0.455,0.00372,-32.348,0.0627,0.995,0.959,0.0984,0.382,136.411,4,calm
5Iop7ILqPZE5HpKb35QBYL,Once,Wendie Solomon,39,152833,Once,3/18/2022,0.492,0.0368,-29.264,0.052,0.987,0.935,0.101,0.0676,114.812,5,calm
6fcBDcZTZVx1jJAED8KYv0,Boundaries,Emilia Branco,50,170566,Boundaries,9/10/2021,0.419,0.0391,-28.006,0.0362,0.995,0.946,0.114,0.414,92.371,3,calm
0giYe8sQbW7LaO2UqMcG7k,Perfume,Hazel Dumoulin,43,177020,Perfume,8/23/2021,0.4,0.0137,-26.971,0.0658,0.996,0.908,0.0835,0.0769,106.644,3,calm
2aWlN3NzJxxY8AXlYYDj8S,Gouttes de pluie,Justine Nova,46,135624,Gouttes de pluie,9/24/2021,0.436,0.235,-27.379,0.0346,0.981,0.938,0.11,0.529,162.754,4,calm
1OJmKyPXayT4TID0XE2uxt,Stundom,Jacob David,51,148000,Stundom,9/10/2021,0.39,0.0346,-30.959,0.0448,0.994,0.938,0.116,0.223,122.709,4,calm
6nAIhrJFemcnHMrtfWcQ7k,Yearning,Carl Moir,48,130500,Yearning,1/21/2022,0.444,0.0268,-30.855,0.0497,0.992,0.901,0.0986,0.0395,82.714,3,calm
70oTgyGPmB9ZtU2lrjbZfj,Fleurs Séchées,Projet Calmant,56,126624,Fleurs Séchées,12/17/2021,0.288,0.0294,-29.164,0.0358,0.972,0.917,0.109,0.156,80.046,1,calm
