id,name,artist,popularity,duration_ms,album,release_date,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,mood
2VOomzT6VavJOGBeySqaMc,Disturbia,Rihanna,80,238626,Good Girl Gone Bad: Reloaded,6/2/2008,0.707,0.813,-4.515,0.0571,0.0863,0,0.168,0.722,124.921,4,energetic
0qaWEvPkts34WF68r8Dzx9,Turn Me On (feat. Vula),Riton,72,208473,Turn Me On (feat. Vula),9/13/2019,0.737,0.828,-4.711,0.0396,0.0149,0.000588,0.0862,0.517,124.051,4,energetic
0azC730Exh71aQlOt9Zj3y,This Is What You Came For,Calvin Harris,84,222160,This Is What You Came For,4/29/2016,0.631,0.927,-2.787,0.0332,0.199,0.119,0.148,0.465,123.962,4,energetic
3w3y8KPTfNeOKPiqUTakBh,Locked out of Heaven,Bruno Mars,88,233478,Unorthodox Jukebox,12/7/2012,0.726,0.698,-4.165,0.0431,0.049,0,0.309,0.867,143.994,4,energetic
0e8nrvls4Qqv5Rfa2UhqmO,THATS WHAT I WANT,Lil Nas X,84,143901,MONTERO,9/17/2021,0.737,0.846,-4.51,0.22,0.00614,0,0.0486,0.546,87.981,4,energetic
4LRPiXqCikLlN15c3yImP7,As It Was,Harry Styles,92,167303,As It Was,3/31/2022,0.52,0.731,-5.338,0.0557,0.342,0.00101,0.311,0.662,173.93,4,energetic
0ByMNEPAPpOR5H69DVrTNy,Don't Stop The Music,Rihanna,82,267080,Good Girl Gone Bad: Reloaded,6/2/2008,0.835,0.669,-5.582,0.0643,0.0336,6.92E-05,0.0535,0.542,122.668,4,energetic
4gbVRS8gloEluzf0GzDOFc,Maps,Maroon 5,85,189960,V,9/2/2014,0.742,0.713,-5.522,0.0303,0.0205,0,0.059,0.879,120.032,4,energetic
2Sh4sAOfnSHEVKFyysxzat,Can't Remember to Forget You (feat. Rihanna),Shakira,71,206866,Shakira. (Expanded Edition),3/14/2014,0.694,0.81,-3.556,0.0661,0.122,0,0.141,0.824,137.968,4,energetic
3bidbhpOYeV4knp8AIu8Xn,Can't Hold Us (feat. Ray Dalton),Macklemore & Ryan Lewis,83,258342,The Heist,10/9/2012,0.641,0.922,-4.457,0.0786,0.0291,0,0.0862,0.847,146.078,4,energetic
76FZM38RC8XaAjJ77CVTNe,Into You,Ariana Grande,79,244453,Dangerous Woman,4/1/2016,0.623,0.734,-5.95,0.107,0.0162,1.90E-06,0.145,0.372,107.853,4,energetic
3H7ihDc1dqLriiWXwsc2po,Breaking Me,Topic,78,166793,Breaking Me,12/19/2019,0.789,0.72,-5.652,0.218,0.223,0,0.129,0.664,122.031,4,energetic
4356Typ82hUiFAynbLYbPn,DJ Got Us Fallin' In Love (feat. Pitbull),Usher,81,220800,Raymond v Raymond (Expanded Edition),3/30/2010,0.663,0.861,-3.398,0.109,0.0338,0,0.082,0.654,119.963,4,energetic
2oENJa1T33GJ0w8dC167G4,Fire Burning,Sean Kingston,72,239986,Tomorrow,9/7/2009,0.839,0.804,-2.513,0.0329,0.0192,0,0.331,0.888,122.973,4,energetic
1NpW5kyvO4XrNJ3rnfcNy3,Wild Ones (feat. Sia),Flo Rida,80,232946,Wild Ones,6/22/2012,0.608,0.86,-5.324,0.0554,0.0991,0,0.262,0.437,127.075,4,energetic
5NyS3oxTlos3Agl2YtZwrC,RITMO (Bad Boys For Life),Black Eyed Peas,65,214854,TRANSLATION,11/2/2020,0.732,0.716,-6.968,0.0561,0.0295,0.000758,0.73,0.666,105.093,4,energetic
6cx06DFPPHchuUAcTxznu9,Head & Heart (feat. MNEK),Joel Corry,80,166028,Head & Heart (feat. MNEK),7/3/2020,0.734,0.874,-3.158,0.0662,0.168,1.14E-05,0.0489,0.905,122.953,4,energetic
2iJuuzV8P9Yz0VSurttIV5,Scream & Shout,will.i.am,79,283400,#willpower,1/1/2013,0.772,0.685,-6.849,0.0696,0.019,8.96E-05,0.131,0.501,130.033,4,energetic
5HCyWlXZPP0y6Gqq8TgA20,STAY (with Justin Bieber),The Kid LAROI,87,141805,STAY (with Justin Bieber),7/9/2021,0.591,0.764,-5.484,0.0483,0.0383,0,0.103,0.478,169.928,4,energetic
3C0nOe05EIt1390bVABLyN,On The Floor,Jennifer Lopez,80,284866,Love?,1/1/2011,0.73,0.777,-5.194,0.0496,0.105,0.000478,0.0691,0.575,130,4,energetic
3Dzso9Q2WwupEclqgxBZht,Pumped Up Kicks,Madism,73,145161,Pumped Up Kicks,8/21/2020,0.669,0.687,-4.753,0.043,0.152,1.60E-05,0.308,0.386,123.903,4,energetic
5WHTFyqSii0lmT9R21abT8,Don't Call Me Up,Mabel,77,178480,Ivy To Roses (Mixtape),1/18/2019,0.674,0.881,-2.853,0.147,0.296,3.01E-06,0.0793,0.234,98.994,4,energetic
14uKsvPJ0quzQvdB6f7Dur,Call on Me (Ryan Riback Remix),Starley,64,222040,Call on Me (Remixes),9/23/2016,0.67,0.839,-4.023,0.036,0.0607,0.000764,0.159,0.726,105.002,4,energetic
6ebkx7Q5tTxrCxKq4GYj0Y,Club Can't Handle Me (feat. David Guetta),Flo Rida,78,234560,Only One Flo (Part 1),11/24/2010,0.616,0.869,-3.911,0.0327,0.0283,0,0.064,0.473,127.966,4,energetic
4uQY80TKE1u4ZQZQKHzVEi,The One That Got Away,Katy Perry,78,227333,Teenage Dream,8/24/2010,0.691,0.795,-4.021,0.0355,0.000812,1.02E-06,0.156,0.876,133.971,4,energetic
5N4erncE7kuUccm7zEmwzk,Electricity (with Dua Lipa),Silk City,73,238173,Electricity (with Dua Lipa),9/6/2018,0.588,0.67,-6.439,0.0473,0.0104,3.33E-06,0.338,0.505,118.159,4,energetic
2bL2gyO6kBdLkNSkxXNh6x,Animals,Maroon 5,82,231013,V,9/2/2014,0.279,0.742,-6.46,0.0898,0.000185,0,0.593,0.328,189.868,4,energetic
0VjIjW4GlUZAMYd2vXMi3b,Blinding Lights,The Weeknd,92,200040,After Hours,3/20/2020,0.514,0.73,-5.934,0.0598,0.00146,9.54E-05,0.0897,0.334,171.005,4,energetic
2LEF1A8DOZ9wRYikWgVlZ8,Good Feeling,Flo Rida,78,248133,Wild Ones,6/22/2012,0.706,0.89,-4.444,0.0688,0.0588,0.00286,0.306,0.684,128.011,4,energetic
6h5PAsRni4IRlxWr6uDPTP,More Than You Know,Axwell /\ Ingrosso,81,203000,More Than You Know,7/28/2017,0.646,0.741,-4.973,0.034,0.0275,0,0.312,0.571,123.077,4,energetic
6kopmMZiyLmw7h66uXcXR7,Valerie (feat. Amy Winehouse) - Version Revisited,Mark Ronson,77,219413,Version,4/16/2007,0.699,0.83,-4.898,0.0633,0.00243,0.00024,0.0995,0.889,105.809,4,energetic
3mbaod7ARSaS3fr5mOMkk1,One Last Time,Ariana Grande,50,197266,My Everything,8/25/2014,0.628,0.593,-5.036,0.0323,0.093,1.65E-06,0.096,0.104,125.026,4,energetic
7nZUNopZZQX1PhfuvrXTWN,Body Talk,Ofenbach,73,139422,Body Talk,2/24/2023,0.708,0.662,-4.34,0.065,0.0169,2.47E-05,0.122,0.625,121.975,4,energetic
3f7gYMirBEKuc57218BjOY,California Gurls,Katy Perry,72,234653,Teenage Dream,8/24/2010,0.788,0.753,-3.71,0.0536,0.0038,0,0.18,0.403,125.005,4,energetic
4w8niZpiMy6qz1mntFA5uM,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",DJ Snake,78,212500,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",9/28/2018,0.842,0.801,-4.167,0.228,0.157,4.82E-06,0.0642,0.617,95.881,4,energetic
2CEgGE6aESpnmtfiZwYlbV,Dynamite,Taio Cruz,82,202613,The Rokstarr Hits Collection,1/1/2010,0.751,0.783,-3.724,0.0859,0.00379,0,0.036,0.816,119.975,4,energetic
4DX82Vc8qAH4jJPvKxvwg6,Move Your Feet,Junior Senior,69,181826,D-D-Don't Don't Stop the Beat,4/3/2002,0.747,0.904,-2.623,0.0803,0.046,0.106,0.203,0.846,118.877,4,energetic
5X8kkUaUlAyAUr9TYqDFTH,All For You,Janet Jackson,65,329933,All For You,1/1/2001,0.753,0.934,-3.011,0.0736,0.0174,0.065,0.128,0.73,113.525,3,energetic
0FEk8LwY8h4rAR63ggfhV0,Ritual,Tiësto,64,198995,The London Sessions,5/15/2020,0.647,0.726,-4.389,0.0552,0.157,0,0.0844,0.769,114.998,4,energetic
6b8Be6ljOzmkOmFslEb23P,24K Magic,Bruno Mars,80,225983,24K Magic,11/17/2016,0.818,0.803,-4.282,0.0797,0.034,0,0.153,0.632,106.97,4,energetic
16Ewo7JVhuAUdEKozIQEgT,The Other Side,Jason Derulo,51,226986,Tattoos (Deluxe Edition),9/10/2013,0.561,0.836,-3.939,0.1,0.0525,0,0.136,0.517,127.923,4,energetic
0gb1J5UrTpzaU1s3nupgCd,No Money,Galantis,69,189126,No Money,4/1/2016,0.671,0.916,-4.014,0.0397,0.0282,0.00762,0.24,0.803,126.01,4,energetic
0z8hI3OPS8ADPWtoCjjLl6,Summer of Love (Shawn Mendes & Tainy),Shawn Mendes,79,184104,Summer Of Love,8/20/2021,0.776,0.808,-4.501,0.117,0.0297,0.000127,0.103,0.494,123.988,4,energetic
5ZSV1Y3Cq2HkGOYOwxpClP,FU In My Head,Cloudy June,64,167248,FU In My Head,2/4/2022,0.819,0.487,-8.447,0.157,0.485,0.000144,0.0965,0.345,137.938,4,energetic
1jmJHtqll7OoGktgsuENWY,Die For Someone,Sam Tompkins,57,168597,Die For Someone,1/19/2023,0.687,0.696,-6.952,0.04,0.051,3.77E-05,0.18,0.416,136.056,4,energetic
5itOtNx0WxtJmi1TQ3RuRd,Giant (with Rag'n'Bone Man),Calvin Harris,74,229184,Giant (with Rag'n'Bone Man),1/11/2019,0.807,0.887,-4.311,0.0361,0.016,0.000503,0.0811,0.606,122.015,4,energetic
55S2PQgSMYAhgoTCcGCDfw,Youngblood,5 Seconds of Summer,69,203417,Youngblood,4/12/2018,0.596,0.854,-5.114,0.463,0.0169,0,0.124,0.152,120.274,4,energetic
5w9c2J52mkdntKOmRLeM2m,Con Calma,Daddy Yankee,80,193226,Con Calma,1/24/2019,0.737,0.86,-2.652,0.0593,0.11,1.94E-06,0.0574,0.656,93.989,4,energetic
5ri4zqtWhG07hIuNNDWP76,Fly Away,Tones And I,68,178156,Fly Away,11/13/2020,0.806,0.513,-6.208,0.0685,0.217,0,0.217,0.503,124.988,4,energetic
6xsEAm6w9oMQYYg3jkEkMT,Bad Blood,Taylor Swift,73,200106,Bad Blood,5/17/2015,0.654,0.655,-7.388,0.106,0.0294,0,0.139,0.221,170.16,4,energetic
4kLLWz7srcuLKA7Et40PQR,I Gotta Feeling,Black Eyed Peas,83,289133,THE E.N.D. (THE ENERGY NEVER DIES) [Deluxe Version],1/1/2009,0.743,0.766,-6.375,0.0265,0.0873,0,0.509,0.61,127.96,4,energetic
0Hf4aIJpsN4Os2f0y0VqWl,Feel This Moment (feat. Christina Aguilera),Pitbull,79,229506,Global Warming: Meltdown (Deluxe Version),2012,0.673,0.758,-3.632,0.158,0.039,0,0.341,0.542,135.956,4,energetic
288EJf2Hyv0vFtyYlcP9zN,Dancing Feet (feat. DNCE),Kygo,66,215200,Thrill Of The Chase,11/11/2022,0.746,0.78,-4.892,0.102,0.319,0,0.411,0.569,105.931,4,energetic
3pPN20syOYvbUuEiBpbenI,Million Dollar Baby,Ava Max,70,184294,Million Dollar Baby,9/1/2022,0.667,0.858,-2.268,0.0926,0.0367,1.47E-05,0.325,0.641,133.039,4,energetic
7hzlzoOwCZ4D3Ow5YZK4kj,Insomnia,Daya,64,179745,Insomnia,3/8/2019,0.754,0.653,-5.095,0.0611,0.0944,0,0.383,0.379,123.084,4,energetic
3850dYVgOFIXJh5U4BFEWH,Hung Up,Madonna,76,337733,Confessions on a Dance Floor,11/11/2005,0.649,0.647,-7.695,0.0452,0.0039,0.161,0.0686,0.405,125.02,4,energetic
4QTuyRQshEZYurtIDfE6g0,By Your Side,Jonas Blue,66,201254,Blue,11/9/2018,0.695,0.743,-3.85,0.0329,0.0786,0,0.0587,0.634,123.007,4,energetic
0FDzzruyVECATHXKHFs9eJ,A Sky Full of Stars,Coldplay,85,267866,Ghost Stories,5/19/2014,0.545,0.675,-6.474,0.0279,0.00617,0.00197,0.209,0.162,124.97,4,energetic
3kGfazcbVvVkuZunzlLgTD,Came Here for Love,Sigala,64,202999,Came Here for Love,6/9/2017,0.708,0.868,-3.287,0.0431,0.0313,0,0.122,0.72,124.994,4,energetic
5yDL13y5giogKs2fSNf7sj,Glad You Came,The Wanted,79,197935,Battleground (Deluxe Edition),1/1/2011,0.722,0.851,-3.873,0.0639,0.0319,0,0.108,0.452,126.885,4,energetic
6a8GbQIlV8HBUW3c6Uk9PH,I Know You Want Me (Calle Ocho),Pitbull,61,237120,Pitbull Starring In Rebelution,10/23/2009,0.825,0.743,-5.995,0.149,0.0142,2.12E-05,0.237,0.8,127.045,4,energetic
6h9AH81lpDbjcsBz2ClqAE,The Time Is Now,Moloko,56,318280,Things to Make and Do,10/31/2000,0.682,0.743,-10.644,0.165,0.35,0.000129,0.277,0.546,127.962,4,energetic
1MDEvpaFk2Ins7N8hGfFlA,One Day,Martin Jensen,69,152990,One Day,4/22/2022,0.605,0.834,-5.879,0.286,0.204,0,0.214,0.503,126.277,4,energetic
0DmAvNCAK08oCi7miSZUIY,Lasting Lover,Sigala,71,218358,Lasting Lover,9/4/2020,0.676,0.786,-4.529,0.0478,0.197,0,0.0943,0.483,125.983,4,energetic
7cQFJzxIchGwLF2Dc4e0Pg,Big (feat. Gunna),Rita Ora,40,156781,Big (feat. Gunna),2/12/2021,0.781,0.843,-3.445,0.0349,0.0672,1.27E-06,0.0637,0.616,111.992,4,energetic
0b18g3G5spr4ZCkz7Y6Q0Q,Rasputin,Majestic,80,186209,Rasputin,2/26/2021,0.758,0.913,-2.926,0.113,0.00364,6.92E-05,0.193,0.658,128.04,4,energetic
66xn6tB8s3l8uhj02OGneE,For You (Fifty Shades Freed) (& Rita Ora),Liam Payne,62,245453,Fifty Shades Freed (Original Motion Picture Soundtrack),2/9/2018,0.541,0.787,-4.618,0.0331,0.0167,0,0.157,0.2,113,4,energetic
360UM2DaiHZPRu0EsrOvMp,If We Ever Meet Again (Featuring Katy Perry),Timbaland,70,292706,Shock Value II,1/1/2009,0.652,0.605,-7.371,0.0393,0.00481,0,0.0605,0.394,126.091,4,energetic
2VEsmoek0sol9MnJFyoG9e,Burnin' Up,Jonas Brothers,72,175093,A Little Bit Longer,8/12/2008,0.667,0.954,-3.462,0.0817,0.0296,0,0.331,0.807,114.03,4,energetic
1nZzRJbFvCEct3uzu04ZoL,Part Of Me,Katy Perry,76,216160,Teenage Dream: The Complete Confection,3/12/2012,0.678,0.918,-4.63,0.0355,0.000417,0,0.0744,0.769,130.028,4,energetic
5ZSl6gDoV6bPPxzmLeneV9,Rise,Jonas Blue,74,194407,Blue,11/9/2018,0.687,0.785,-4.65,0.0333,0.327,0,0.203,0.655,106.046,4,energetic
0jeK7B6dUDfSb8F9fZW6XP,Break Free,Ariana Grande,40,214840,My Everything,8/25/2014,0.687,0.702,-5.324,0.0455,0.0064,4.35E-05,0.204,0.284,129.956,4,energetic
3zkWCteF82vJwv0hRLba76,Stitches,Shawn Mendes,82,206880,Handwritten,4/14/2015,0.746,0.754,-6.684,0.0676,0.0152,0,0.0486,0.746,149.882,4,energetic
0ct6r3EGTcMLPtrXHDvVjc,The Nights,Avicii,87,176658,The Days / Nights,1/1/2014,0.527,0.835,-5.298,0.0433,0.0166,0,0.249,0.654,125.983,4,energetic
2ekn2ttSfGqwhhate0LSR0,New Rules,Dua Lipa,81,209320,Dua Lipa (Deluxe),6/2/2017,0.762,0.7,-6.021,0.0694,0.00261,1.56E-05,0.153,0.608,116.073,4,energetic
1qrpoAMXodY6895hGKoUpA,You Belong With Me (Taylor’s Version),Taylor Swift,83,231124,Fearless (Taylor's Version),4/9/2021,0.632,0.773,-4.856,0.0346,0.0623,0,0.0885,0.474,130.033,4,energetic
3TahdwXB4gJRWVAI00Ejqa,"Moves Like Jagger - Studio Recording From ""The Voice"" Performance",Maroon 5,67,201493,Hands All Over (Revised Asia Standard Version),2010,0.722,0.761,-4.459,0.0475,0.0117,0,0.315,0.624,128.044,4,energetic
1V6gIisPpYqgFeWbMLI0bA,Heart Attack,Demi Lovato,79,210840,Demi,1/1/2013,0.504,0.785,-4.802,0.104,0.0738,0,0.239,0.502,173.968,4,energetic
6VIYEyjNW71NnIGEduf8D8,Remind Me,Tom Grennan,70,211167,Remind Me,3/18/2022,0.599,0.831,-4.188,0.0439,0.0603,0,0.204,0.624,132.019,4,energetic
3P3pw6C19j31Rnzgo3JG7o,Perfect Strangers,Jonas Blue,77,196613,Blue,11/9/2018,0.73,0.861,-4.1,0.0451,0.39,0,0.213,0.704,117.965,4,energetic
0sb8ClU3CLoNblxkpmOKzA,Maybe You’re The Problem,Ava Max,72,190318,Maybe You’re The Problem,4/28/2022,0.53,0.835,-3.69,0.11,0.0453,0,0.0637,0.471,166.02,4,energetic
1058fW9H3fZA6QjYCdOBad,Don't Go Yet,Camila Cabello,74,164842,Don't Go Yet,7/23/2021,0.666,0.796,-6.967,0.103,0.0492,0,0.0442,0.61,110.108,4,energetic
2GyA33q5rti5IxkMQemRDH,I Know What You Did Last Summer,Shawn Mendes,73,223853,Handwritten,4/14/2015,0.687,0.761,-4.582,0.0876,0.102,0,0.147,0.743,113.939,4,energetic
2GgxS8bUT5G25QJTsfSv0R,Burn,Ellie Goulding,68,231211,Halcyon Days,1/1/2014,0.559,0.777,-5.031,0.0432,0.31,0,0.105,0.329,87.016,4,energetic
5eTNdkstwKaNahHf41fJ9u,Hotter Than Hell,Dua Lipa,68,187957,Dua Lipa (Deluxe),6/2/2017,0.532,0.868,-4.23,0.0908,0.011,0,0.0584,0.529,110.127,4,energetic
5K6Ssv4Z3zRvxt0P6EKUAP,Heartbreak Anthem (with David Guetta & Little Mix),Galantis,78,183725,Heartbreak Anthem (with David Guetta & Little Mix),5/20/2021,0.595,0.784,-4.878,0.102,0.216,0,0.0608,0.479,124.111,4,energetic
1KixkQVDUHggZMU9dUobgm,My Head & My Heart,Ava Max,78,174760,Heaven & Hell,9/18/2020,0.614,0.934,-3.709,0.07,0.0697,0,0.121,0.436,116.001,4,energetic
4Y7XAxTANhu3lmnLAzhWJW,Fireball (feat. John Ryan),Pitbull,76,236200,Globalization,11/21/2014,0.761,0.933,-5.38,0.056,0.0908,8.53E-05,0.0607,0.836,122.959,4,energetic
1mvZErZBp7WZT3HfGBykao,Cry for You,September,68,209800,Dancing Shoes,3/8/2007,0.767,0.881,-3.988,0.0301,0.00133,0.000139,0.0551,0.961,130.018,4,energetic
7JJmb5XwzOO8jgpou264Ml,There's Nothing Holdin' Me Back,Shawn Mendes,87,199440,Illuminate (Deluxe),4/20/2017,0.866,0.813,-4.063,0.0554,0.38,0,0.0779,0.969,121.998,4,energetic
7EQGXaVSyEDsCWKmUcfpLk,Die Young,Kesha,79,211920,Warrior (Expanded Edition),11/30/2012,0.711,0.7,-4.805,0.046,0.00498,0.000125,0.215,0.801,128.001,4,energetic
6HZ9VeI5IRFCNQLXhpF4bq,I Love It (feat. Charli XCX),Icona Pop,72,157152,THIS IS... ICONA POP,8/27/2013,0.711,0.906,-2.671,0.0284,0.00952,1.64E-05,0.153,0.824,125.916,4,energetic
4y5bvROuBDPr5fuwXbIBZR,Paper Rings,Taylor Swift,84,222400,Lover,8/23/2019,0.811,0.719,-6.553,0.0497,0.0129,1.36E-05,0.0742,0.865,103.979,4,energetic
3AzjcOeAmA57TIOr9zF1ZW,Physical,Dua Lipa,78,193829,Future Nostalgia,3/27/2020,0.647,0.844,-3.756,0.0457,0.0137,0.000658,0.102,0.746,146.967,4,energetic
67lbzVADsqJJ6tyVk0XCgn,Chain My Heart,Topic,69,146880,Chain My Heart,6/11/2021,0.663,0.849,-4.462,0.0334,0.0791,1.20E-06,0.192,0.722,123.992,4,energetic
0l4AReW2LuX0yStPfgQgSR,Giants,Dermot Kennedy,61,177173,Giants,6/24/2020,0.579,0.839,-5.409,0.0703,0.0145,3.04E-05,0.201,0.589,158.141,4,energetic
6I9VzXrHxO9rA9A5euc8Ak,Toxic,Britney Spears,83,198800,In The Zone,11/13/2003,0.774,0.838,-3.914,0.114,0.0249,0.025,0.242,0.924,143.04,4,energetic
1CQ2cMfrmFM1YdfmjENKVE,She Looks So Perfect,5 Seconds of Summer,75,202496,5 Seconds Of Summer,6/27/2014,0.494,0.951,-4.237,0.132,0.000569,0,0.327,0.441,160.025,4,energetic
6WrI0LAC5M1Rw2MnX2ZvEg,Don't Start Now,Dua Lipa,79,183290,Don't Start Now,10/31/2019,0.794,0.793,-4.521,0.0842,0.0125,0,0.0952,0.677,123.941,4,energetic
2hgzdQdnfWwtdpZbhZlV72,Ain't Your Mama,Jennifer Lopez,73,218234,Ain't Your Mama,4/7/2016,0.757,0.678,-5.529,0.233,0.0472,9.14E-06,0.0654,0.82,120.075,4,energetic
0KAiuUOrLTIkzkpfpn9jb9,Drive By,Train,79,195973,California 37,4/17/2012,0.765,0.837,-3.113,0.032,0.00107,1.06E-05,0.0801,0.721,122.028,4,energetic
0NCEyOzVW7FF5nL1MBecM7,Problem,Ariana Grande,39,193920,My Everything,8/25/2014,0.66,0.805,-5.352,0.153,0.0192,8.83E-06,0.159,0.625,103.009,4,energetic
5knuzwU65gJK7IF5yJsuaW,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,76,251088,Rockabye (feat. Sean Paul & Anne-Marie),10/21/2016,0.72,0.763,-4.068,0.0523,0.406,0,0.18,0.742,101.965,4,energetic
66zHUNLpXsG6rRL3yeAYSj,Misery,Maroon 5,36,216200,Hands All Over (Revised Asia Standard Version),2010,0.703,0.81,-4.874,0.0424,0.000315,0,0.216,0.726,102.978,4,energetic
2kqAtjOtQPAR0OiYUJR43k,Can We Dance,The Vamps,65,192710,Meet The Vamps,1/1/2014,0.64,0.82,-4.729,0.0464,0.00312,0,0.189,0.583,130.108,4,energetic
6SKwQghsR8AISlxhcwyA9R,Marry You,Bruno Mars,78,230192,Doo-Wops & Hooligans,10/5/2010,0.621,0.82,-4.865,0.0367,0.332,0,0.104,0.452,144.905,4,energetic
4btFHqumCO31GksfuBLLv3,Overpass Graffiti,Ed Sheeran,76,236906,=,10/29/2021,0.52,0.849,-3.794,0.186,0.00253,0,0.119,0.774,175.908,4,energetic
3iw6V4LH7yPj1ESORX9RIN,Wellerman - Sea Shanty / 220 KID x Billen Ted Remix,Nathan Evans,73,116750,Wellerman (Sea Shanty / 220 KID x Billen Ted Remix),1/21/2021,0.722,0.893,-3.255,0.0475,0.0441,0.000937,0.0673,0.439,119.932,4,energetic
0sUyqewVzwv0e5tK3hS6vJ,Don't Be so Hard on Yourself,Jess Glynne,65,211460,I Cry When I Laugh,2015,0.571,0.815,-3.267,0.0321,0.0608,0,0.163,0.664,120.008,4,energetic
