id,name,artist,popularity,duration_ms,album,release_date,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,mood
1GL7vwDnPqCnJ2xGNxNLwG,These Nights,Loud Luxury,71,132417,These Nights,7/8/2022,0.643,0.714,-5.504,0.0486,0.00444,2.85E-06,0.146,0.205,120.027,4,happy
5OlgbvkngYf6dibaafcqcO,Let You Do This (with Buy Now),Salvatore Ganacci,59,202281,Let You Do This,9/15/2022,0.747,0.712,-5.73,0.0651,0.0576,0.172,0.0833,0.327,124.008,4,happy
17E3lZxFJnO49Gb0tdgVn0,Joy,salute,57,281381,Joy,9/17/2021,0.663,0.971,-3.014,0.0771,0.0204,0.00379,0.0669,0.683,132.049,4,happy
3yZsBXwiQkqLjnWYip17Uu,Doses & Mimosas (Vintage Culture & Zerky Remix) - Radio Edit,Vintage Culture,61,229586,Doses & Mimosas (Vintage Culture & Zerky Remix) [Radio Edit],3/12/2021,0.782,0.728,-6.568,0.146,0.00245,7.90E-05,0.241,0.602,122.035,4,happy
5PY9fTLp4MPXsbeRouS8gd,More Love,Noizu,61,191612,More Love,7/29/2022,0.572,0.951,-4.566,0.0504,0.00373,0.0529,0.318,0.276,123.984,4,happy
1BMFet4vUoOgpLYIl3kVMQ,Coma Cat - Purple Disco Machine Re-Work,Tensnake,63,208544,Coma Cat (Purple Disco Machine Re-Work),9/30/2022,0.653,0.978,-4.868,0.0589,0.0151,0.714,0.309,0.756,122.017,4,happy
50ZFpw2wS6ERvLmW8TINhq,Beg for You (feat. Rina Sawayama),Charli XCX,66,168053,Beg For You (feat. Rina Sawayama),1/27/2022,0.788,0.945,-5.091,0.0599,0.223,2.97E-06,0.115,0.466,128.036,4,happy
5kVXjAxYDkN57tZQi0JKya,You've Got To Let Go If You Want To Be Free,Disclosure,58,253786,You've Got To Let Go If You Want To Be Free,1/28/2022,0.658,0.908,-8.071,0.186,0.0335,0.0198,0.221,0.45,123.92,4,happy
2BoPkeahovHxCSfmmlEl26,Let Me Love U,Baauer,58,189506,Let Me Love U,8/4/2022,0.725,0.824,-6.398,0.0445,0.00527,0.655,0.924,0.598,124.049,4,happy
7cujJQPxdHeDz5mKLmv0bu,Something About Your Love,SG Lewis,57,323109,Missing You / Something About Your Love,7/7/2022,0.587,0.826,-5.728,0.148,0.0134,0.000131,0.236,0.274,122.02,4,happy
2gTF3yPxvDpW2EAYbOVeIt,JOY (God Only Knows),Joy Anonymous,60,266906,JOY (God Only Knows),12/23/2022,0.48,0.952,-3.643,0.246,0.0966,0.0286,0.215,0.634,131.956,4,happy
28pQcTJag5xFasUq2fw9PK,Shades Of Love (feat. The Joy),The Blessed Madonna,66,203520,Shades Of Love (feat. The Joy),2/22/2023,0.65,0.801,-5.624,0.0764,0.0257,0.00239,0.0942,0.605,125.008,4,happy
2hLczPN5CH5qhc6J4WBJHs,My Feelings For You - Mark Knight Remix,Avicii,66,224515,My Feelings For You (Mark Knight Remix),7/15/2022,0.728,0.95,-4.216,0.0977,0.0055,0.00386,0.33,0.812,124.003,4,happy
3oyBjanJeqPz5cOMDedCyl,You Know What I Need,PNAU,60,170000,You Know What I Need,12/2/2022,0.775,0.896,-3.445,0.0901,0.017,0,0.0492,0.86,109.929,4,happy
0QZyAYqpbsfnBfZ4vMRSVd,Wings (I Won't Let You Down),Armand Van Helden,68,171904,Wings (I Won't Let You Down),12/2/2022,0.692,0.856,-2.963,0.0351,0.0746,1.15E-05,0.153,0.963,125.99,3,happy
21H0pUV2uPIPcFnFhgTBjo,Woke Up in Love,Kygo,75,216873,Woke Up in Love,9/9/2022,0.643,0.585,-5.994,0.0369,0.225,0,0.0927,0.188,106.015,4,happy
4xWyU0pUsm25vh4v4omUkC,Shackles (Praise You),MALARKEY,66,140018,Shackles (Praise You),1/7/2021,0.657,0.816,-4.819,0.168,0.101,0,0.137,0.584,120.092,4,happy
0JpEMzTHbt2zBIXrntrXzG,Young Right Now,Robin Schulz,72,186140,Young Right Now,11/12/2021,0.539,0.708,-6.189,0.0976,0.0129,0,0.14,0.381,123.039,4,happy
7g7OshelYRRnOSEMmisJVI,Clap Your Hands,Kungs,70,189880,Clap Your Hands,2/18/2022,0.878,0.875,-4.923,0.0658,0.0507,3.42E-05,0.356,0.84,124.006,4,happy
7sMYJtxTHZKCDr48rAoA4J,Wake Up! (feat. Kaleta),Purple Disco Machine,63,232745,Wake Up! (feat. Kaleta),6/3/2022,0.75,0.85,-5.925,0.0501,0.0451,0.00351,0.559,0.877,122.04,4,happy
6zSpb8dQRaw0M1dK8PBwQz,Cold Heart - PNAU Remix,Elton John,86,202735,Cold Heart (PNAU Remix),8/13/2021,0.796,0.798,-6.312,0.0317,0.034,4.19E-05,0.0952,0.942,116.032,4,happy
6a8LfgC5aAaHNhsQcGQY1r,Antibodies - LP Giobbi Remix,Tensnake,64,312226,Antibodies,7/2/2021,0.61,0.765,-4.914,0.172,0.175,1.05E-06,0.0914,0.243,125.028,4,happy
1h4zfNDe8UapUvTuaDsTuM,Good Feeling,Duvall,59,169440,Good Feeling,3/11/2022,0.693,0.845,-3.27,0.0348,0.0127,1.84E-06,0.169,0.498,125.009,4,happy
1TytykMo9zFzNdRbqTxfep,Feels This Good,Sigala,71,190609,Every Cloud - Silver Linings,3/2/2023,0.629,0.917,-2.095,0.0964,0.0273,0,0.521,0.627,124.024,4,happy
4IPATLSUoEdsmqwxwNjr4g,CLASH - Edit,The Blaze,55,210773,CLASH,2/15/2023,0.533,0.716,-9.718,0.0573,0.00243,0.227,0.391,0.38,120.058,4,happy
5kyJ6sznnWACqHbw65p34Q,Summer In New York,Sofi Tukker,69,158549,WET TENNIS,4/29/2022,0.706,0.77,-6.224,0.0653,0.397,1.84E-05,0.209,0.967,117.075,4,happy
7l0LomcCS4l0VIn34sBhdD,Lightning To Strike (feat. Nathan Nicholson),J. Worra,47,178721,Lightning To Strike (feat. Nathan Nicholson),10/28/2022,0.648,0.843,-6.695,0.033,0.0567,0.0723,0.152,0.745,124.996,4,happy
3uO4nLDiJMH2DkixEFcHIN,Get Up,Eats Everything,57,186862,Get Up,2/10/2023,0.51,0.833,-3.857,0.0602,0.00224,0.768,0.0483,0.701,126.978,4,happy
0yM2YvOGR3cBIoWBeFdtmS,Enjoy Your Life,Romy,65,240053,Enjoy Your Life,4/11/2023,0.674,0.924,-4.943,0.102,0.0143,6.09E-06,0.216,0.811,123.04,4,happy
1BXAyGazbybUVNQ0VmGsdl,Free Yourself,Jessie Ware,63,234493,Free Yourself,7/19/2022,0.688,0.91,-4.496,0.0456,0.00286,1.07E-05,0.129,0.77,119.024,4,happy
3D9VUBpdUvau3tMgH3P5Tk,Dopamine,Purple Disco Machine,59,216770,Exotica,10/15/2021,0.69,0.805,-5.395,0.124,0.053,0,0.188,0.874,117.985,4,happy
4RAR8g8fZNB106ezUurnE0,Dancing Feet (feat. DNCE),Kygo,74,215203,Dancing Feet (feat. DNCE),2/25/2022,0.75,0.797,-4.826,0.118,0.293,0,0.392,0.523,105.949,4,happy
3adJKRdGrvuuuibXlDc6Sq,Moon Groove,Noizu,50,169218,Moon Groove,6/17/2022,0.784,0.878,-4.847,0.0572,0.00572,0.388,0.628,0.491,127.973,4,happy
2c0dsTO43eKPOjdNvcgkkj,Not Alone,Don Diablo,61,160869,Not Alone,1/27/2023,0.601,0.832,-5.471,0.139,0.0284,0,0.477,0.409,138.061,4,happy
4UQy41kC5LjzwQuiuWOpwA,Starlight (Keep Me Afloat),Martin Garrix,62,202670,Starlight (Keep Me Afloat),4/15/2022,0.558,0.715,-5.231,0.0375,0.0667,0,0.097,0.297,127.001,4,happy
7dk9EBvTbbKBbFxjCAJpwK,Hear Me Say,Jonas Blue,66,190772,Hear Me Say,5/28/2021,0.697,0.836,-5.005,0.0437,0.133,4.46E-06,0.0754,0.631,121.977,4,happy
2tMIzKu3vXQzvbDShxjbmu,Suenos Bravos,Bodysync,55,210440,Radio Active,4/15/2022,0.764,0.654,-8.372,0.0385,0.205,0.386,0.148,0.579,120.036,4,happy
2KN5wY5R4gXbka8wB2kXh8,Be My One,Sonny Fodera,60,142334,Wide Awake (Deluxe),4/8/2022,0.666,0.906,-4.938,0.0446,0.0196,0.000346,0.0947,0.659,120.94,4,happy
6iZ2inFhxOuHKxOlTwwhZq,Next To You (feat. Kane Brown),Loud Luxury,68,161344,Next To You (feat. Kane Brown),2/24/2023,0.737,0.837,-6.448,0.054,0.223,0,0.159,0.575,118.998,4,happy
5w7sO0tWXMmctwKnJZu24v,Deja Vu,Oliver Heldens,59,198703,Deja Vu,12/3/2021,0.87,0.532,-7.101,0.0951,0.127,8.65E-05,0.112,0.358,121.986,4,happy
4WIaDYUIlXsHi4yMF596aI,About Damn Time - Purple Disco Machine Remix,Lizzo,68,218476,About Damn Time (Purple Disco Machine Remix),5/18/2022,0.8,0.771,-6.638,0.123,0.0531,0,0.229,0.886,118.991,4,happy
5d3Wbdgw3zIf8B5eGXznLL,Pyramids,Otto Knows,61,232682,Pyramids,3/11/2022,0.692,0.845,-5.928,0.0543,0.0116,0.0639,0.35,0.158,123.014,4,happy
3By9IFm4E2BvKQygT04O8g,So What (feat. A R I Z O N A),Louis The Child,56,177476,So What (feat. A R I Z O N A),4/30/2021,0.799,0.791,-5.173,0.109,0.3,0.00089,0.104,0.651,119.993,4,happy
1SldN7GTd0ADTjspv96wCl,Loved By U,TOKiMONSTA,60,207813,Loved By U,4/12/2022,0.58,0.895,-5.224,0.0396,0.099,0.0117,0.0911,0.356,116.953,4,happy
3LEgGAl9zLcQWGTp7ptqtQ,Don’t Wake Me Up,Jonas Blue,75,188894,Don’t Wake Me Up,1/7/2022,0.621,0.747,-5.084,0.0337,0.222,0.000194,0.147,0.426,124.015,4,happy
5FDdviWQzhw7NWH2TiDl9d,Closer (feat. Lilly Ahlberg),Sonny Fodera,54,169901,Closer (feat. Lilly Ahlberg),4/30/2021,0.7,0.782,-4.631,0.0542,0.449,0,0.143,0.68,124.969,4,happy
5ozhK7GvUKSNSr1LrclYM2,Forever And A Day - Diplo Remix,LP Giobbi,57,218053,Forever And A Day (Diplo Remix),10/25/2022,0.755,0.896,-7.18,0.119,0.0024,0.701,0.101,0.267,124.999,4,happy
6bp0sJ0l3Ab3ZU0aktsYCf,Sun Will Shine,Robin Schulz,69,201700,Sun Will Shine,7/29/2022,0.534,0.714,-6.347,0.0629,0.00633,0,0.0879,0.415,125.99,4,happy
6VpRQDOM7nQ6viuVUSXWGn,We Will Meet Again,San Holo,57,201199,We Will Meet Again,6/1/2022,0.401,0.786,-6.455,0.055,0.367,0.0065,0.134,0.264,134.87,4,happy
0DfQV2Ri0l83o7Nbzm45vQ,DNA,Craig David,60,177213,DNA,7/29/2022,0.672,0.881,-3.142,0.0447,0.0588,0,0.406,0.68,122.012,4,happy
0vR2rIVORmgeKiGIgNT0fV,By Your Side (feat. Tom Grennan),Calvin Harris,72,189671,By Your Side (feat. Tom Grennan),6/4/2021,0.733,0.96,-3.597,0.0295,0.0514,0.00199,0.287,0.811,124.01,4,happy
20b1ZBMGOZjuGvNFncIIP7,Time to Groove (feat. Nonô),Majestic,64,146848,Time to Groove (feat. Nonô),4/22/2022,0.624,0.94,-3.671,0.163,0.000983,0.00409,0.313,0.882,128.014,4,happy
6oELcspL4BONtElLhJfBPI,Night Feels,AR/CO,62,171448,Night Feels,9/16/2022,0.737,0.682,-4.2,0.0383,0.0714,0.00916,0.158,0.393,126.028,4,happy
4KqA0GwEKbc96WyfIZn3SV,Those Eyes,ARTY,64,162786,Those Eyes,10/29/2021,0.727,0.822,-4.481,0.0471,0.0698,0.000175,0.408,0.855,118.092,4,happy
19awxNpyrGWGkM6wT6ULEi,Journey (Take Me Where You Wanna),Don Diablo,60,193548,Journey (Take Me Where You Wanna),11/25/2022,0.67,0.73,-4.677,0.145,0.0742,0.00104,0.145,0.367,123.978,4,happy
5ugYo7xM632grP29JqjxZa,Lose Control,220 KID,58,152068,Lose Control,9/23/2022,0.474,0.777,-6.516,0.0639,0.138,0.00367,0.313,0.8,121.941,4,happy
3D3fw7H4zK3S6prSBncAkt,Fever,Lewis Thompson,57,146692,Fever,4/20/2023,0.699,0.785,-5.082,0.264,0.0184,0.0289,0.104,0.642,126.106,4,happy
7hmdTvWQgw2p8aG26MIdCO,Good Feeling (feat. Rhys Lewis),Bakermat,67,214942,Good Feeling (feat. Rhys Lewis),3/24/2023,0.641,0.788,-5.817,0.05,0.149,0,0.0943,0.782,147.947,4,happy
7quS3s6bqzPmXRnDU5FeNa,Get Up,Keys N Krates,52,183934,Get Up,11/16/2022,0.903,0.628,-5.811,0.182,0.00575,0.0273,0.0746,0.475,121.979,4,happy
5B1JcoxYjVjRNt2ZJyraJT,Lights Up (feat. Channel Tres) - Myd Remix,Flight Facilities,50,215765,Lights Up (feat. Channel Tres) [Myd Remix],6/25/2021,0.833,0.623,-7.451,0.122,0.00186,0.0119,0.275,0.643,118.036,4,happy
7kG1Lv9NFFtvvUeyYHLG7R,All Day (feat. Nonô),Welshy,60,182653,All Day (feat. Nonô),3/4/2022,0.713,0.81,-5.108,0.0457,0.115,0,0.0527,0.747,124.036,4,happy
3kyskiCpYM2ALQUSEShFMY,Sinner,LP Giobbi,55,238357,Sinner,3/11/2022,0.721,0.78,-6.935,0.0403,0.0455,0.083,0.138,0.725,126.974,4,happy
6oYXbji1rn7U6bFuNYekpQ,Run,Becky Hill,70,188731,Run,2/18/2022,0.601,0.879,-2.673,0.0353,0.0313,0,0.0793,0.589,124.013,4,happy
0KU8W0lHfsNlH7lfV1dz29,Gratitude,Above & Beyond,56,233619,Gratitude,4/14/2022,0.521,0.927,-4.63,0.036,0.00307,0.0138,0.125,0.0429,128.05,4,happy
5wM6LOw2U6XeIFHfsgI6wU,Love You Back,Madeon,57,214103,Love You Back,4/27/2022,0.511,0.718,-7.46,0.0367,0.00454,9.61E-05,0.0913,0.274,106.016,4,happy
342xhiMfFuR0zXbG35VIjy,Straight Up Relaxin' (feat. Cosmo's Midnight),Yung Bae,50,242847,Straight Up Relaxin' (feat. Cosmo's Midnight),12/2/2021,0.674,0.667,-7.212,0.3,0.0677,3.67E-06,0.125,0.715,110.004,4,happy
1mpD4bXO4r3xilu12Kaf5Q,It's Quiet Now (feat. Dope Earth Alien),Honey Dijon,54,182750,Black Girl Magic,11/18/2022,0.703,0.818,-7.905,0.037,0.000569,0.0792,0.0964,0.63,123.009,4,happy
1QuoMcTglBzFIsPwiXHNQQ,Your Light,GRiZ,50,237600,Your Light,9/7/2022,0.618,0.956,-3.062,0.0435,0.0205,0.33,0.219,0.772,100.02,4,happy
2syb6g2gf1rj50CovNjtI6,Chucks,Mi Casa,47,169538,Chucks,3/26/2021,0.737,0.805,-4.955,0.0505,0.0728,0.000198,0.163,0.482,124.015,4,happy
6y6xhAgZjvxy5kR5rigpY3,Chasing Stars (feat. James Bay),Alesso,67,170457,Chasing Stars (feat. James Bay),8/20/2021,0.594,0.64,-6.865,0.033,0.0169,0,0.135,0.492,92.871,4,happy
7t7ozrjWAqQPyvBZPoVbdQ,Say It To Me,Otto Knows,55,242076,Say It To Me,4/14/2023,0.687,0.939,-5.836,0.114,0.0399,0.0275,0.0793,0.301,130.037,4,happy
0ZNail0sBLDyANc8rboHhs,We Give Thee Honor,Floorplan,52,191820,We Give Thee Honor / Makes Me Wanna,2/10/2023,0.584,0.937,-4.137,0.044,0.000176,0.124,0.135,0.606,124.952,4,happy
1cVOEbvsf7N9Su4kZXFcYB,Stargazing,Monocule,59,239736,Stargazing,9/23/2022,0.614,0.837,-6.504,0.0397,0.0266,0.0631,0.136,0.0524,122.958,4,happy
6wnzt59p7i8cAyuWl1avwr,If We’ll Ever Be Remembered,Martin Garrix,57,210505,If We’ll Ever Be Remembered,4/29/2022,0.502,0.554,-5.788,0.0317,0.0353,0,0.62,0.512,125.786,4,happy
2w1rG2MPE4vF77znvevuz5,Who Do You Love,ARTY,64,208253,Who Do You Love,2/25/2022,0.537,0.964,-2.677,0.0552,0.018,0.00138,0.16,0.509,125.992,4,happy
3ng7epefERNazaZkkbwLdq,Another Life (feat. FLETCHER & Josh Golden),Surf Mesa,66,162954,Another Life,8/27/2021,0.648,0.724,-5.189,0.0263,0.0198,0,0.15,0.382,125.014,4,happy
7KTcpv7wPJ4r6lR5SLzurh,Reaching Out,Dillon Francis,51,134584,Reaching Out,8/20/2021,0.782,0.748,-4.32,0.0523,0.0629,0,0.1,0.571,123.937,4,happy
2OGcwhOAldo9aiDwBnXMfc,Special Thing,Gilligan Moss,58,297583,Gilligan Moss,4/9/2021,0.655,0.904,-5.881,0.0414,0.0289,0.143,0.141,0.632,125.028,4,happy
3wfNiPBrzDwuanE75Ar6pS,Anywhere With You,AFROJACK,68,158807,Anywhere With You,12/17/2021,0.596,0.743,-4.149,0.0302,0.0696,2.37E-06,0.202,0.531,125.883,4,happy
3qiC3jOnRNvOxD4m0erBRs,High Heels - Party Down Under - Sam Feldt vs. Flo Rida,Flo Rida,62,134745,High Heels - Party Down Under (Sam Feldt vs. Flo Rida),2/2/2023,0.865,0.752,-6.565,0.053,0.0409,0,0.185,0.922,117.981,4,happy
0qLCGr3tEqsvk5FfHU2XqV,Tears For Later,Don Diablo,53,166736,Tears For Later,7/30/2021,0.633,0.866,-3.694,0.149,0.0246,0.001,0.0904,0.161,95.059,4,happy
1dBpg8a8jwAkaSbROiehr9,The Spirit,Bakermat,49,135865,The Spirit,6/25/2021,0.894,0.548,-7.216,0.179,0.0104,0.592,0.098,0.802,119.998,4,happy
7quk6gEs1XOu8LOO6iaDZJ,Good Time,Jodie Harsh,58,161068,Good Time,2/18/2022,0.72,0.908,-3.467,0.0745,0.00133,0.00716,0.378,0.916,127.896,4,happy
40U8KhwvDcaoBFYV4hKfRn,Carry Us,LP Giobbi,53,238264,Carry Us,6/11/2021,0.728,0.947,-4.22,0.0828,0.0177,0.00254,0.0987,0.553,125.874,4,happy
0KF938333oCvIXDxe72K44,You're Free,Icona Pop,63,167298,You're Free,6/17/2022,0.639,0.878,-4.041,0.091,0.00937,7.31E-06,0.115,0.842,124.994,4,happy
4R4gOp9ybG85RqbrY7JELc,Feels Like Love (feat. MIYA MIYA),Syn Cole,62,169672,Feels Like Love (feat. MIYA MIYA),5/14/2021,0.728,0.657,-5.329,0.042,0.0696,3.41E-06,0.0855,0.772,122.079,4,happy
4MyPLcBTpqfXZJKcUhMXOg,Set You Free,Lucas & Steve,58,169523,Set You Free,1/28/2022,0.554,0.93,-4.646,0.0768,0.0024,0.535,0.4,0.431,126.015,4,happy
67khZBWjxlHg85xcwdySjS,I Got A Feeling,Felix Jaehn,62,144136,I Got A Feeling,8/20/2021,0.6,0.845,-3.695,0.042,0.0238,0,0.434,0.378,125.027,4,happy
3NQ2JBHK5OAzblu8z5KUVj,Wounded,Ferry Corsten,57,191718,Wounded,2/25/2022,0.702,0.731,-5.193,0.0556,0.0148,0.00022,0.249,0.541,125.034,4,happy
3ddJUAVAo7b1AnNWi7jtZX,Rise Again,Adelphi Music Factory,48,183112,Rise Again,8/19/2022,0.778,0.942,-4.239,0.174,0.0111,0.177,0.342,0.851,125.962,4,happy
67uiBfnqH39zmGWU63NxhS,Temptation,Bakermat,64,192614,Temptation,3/25/2022,0.831,0.632,-5.727,0.0421,0.00838,0.00247,0.0962,0.419,120.01,4,happy
2gZwBmkSmsVfEPFWGuWTDk,Best Is Yet To Come (with Kyle Reynolds),Gryffin,61,215201,Best Is Yet To Come (with Kyle Reynolds),6/2/2021,0.569,0.85,-3.914,0.0369,0.0148,0,0.245,0.551,122.042,4,happy
1c5sVhqoQvLHTXTYJTb98i,Midnight Rapture,Anabel Englund,54,197648,Midnight Rapture,9/17/2021,0.689,0.897,-6.703,0.0436,0.00074,0.0017,0.224,0.33,117.984,4,happy
5XPo15e5ICs6NvSMn44pTF,Malibu,Virginia To Vegas,62,148822,Malibu,3/19/2021,0.657,0.653,-8.525,0.0258,0.0568,0.000142,0.321,0.624,111.974,4,happy
2yCyr5ZJHDm9CzpPRdduJ9,Higher Love,Ali Story,52,238306,Higher Love,7/23/2021,0.56,0.867,-5.483,0.226,0.0371,0,0.494,0.493,123.902,4,happy
