id,name,artist,popularity,duration_ms,album,release_date,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,mood
0gplL1WMoJ6iYaPgMCL0gX,Easy On Me,Adele,84,224694,Easy On Me,10/14/2021,0.604,0.366,-7.519,0.0282,0.578,0,0.133,0.13,141.981,4,sad
10wk4XQdba4QpHgFb28Ktk,drivers license - Spotify Singles,Lewis Capaldi,70,262544,Spotify Singles,9/21/2022,0.543,0.23,-12.532,0.0417,0.845,0,0.11,0.307,127.357,4,sad
5b6enCVP67LsqqrfTs6rxr,Goodbye,Mimi Webb,63,184167,Goodbye,5/26/2022,0.5,0.373,-6.191,0.0335,0.602,0,0.137,0.158,118.943,4,sad
43ZTfozcXRTukqENA3TXqe,we're not kids anymore,Cat Burns,62,182958,emotionally unavailable,5/20/2022,0.816,0.213,-12.952,0.0529,0.912,4.02E-06,0.0916,0.323,121.916,4,sad
5LMMHLhxyicdWm3uEdbNrV,Something to Someone - Piano,Dermot Kennedy,53,183789,Something to Someone,5/5/2022,0.416,0.436,-5.878,0.035,0.554,0,0.075,0.179,99.41,3,sad
7D0RhFcb3CrfPuTJ0obrod,Sparks,Coldplay,86,227093,Parachutes,7/10/2000,0.371,0.268,-10.506,0.0281,0.748,0.0517,0.104,0.165,102.617,3,sad
2At18rPHOuTEjGEppwGV0A,Peter Pan Was Right,Anson Seabra,71,192497,Peter Pan Was Right,4/29/2022,0.661,0.517,-7.74,0.0406,0.223,0,0.116,0.241,84.014,4,sad
7uo2L5FAja3pWIBa3HJVeC,could you love me while i hate myself,Zeph,76,60333,scared of everything,10/15/2021,0.68,0.406,-11.313,0.0414,0.782,0.00019,0.11,0.551,119.901,4,sad
1mBtrVS6hLeqcVecvpAqBJ,Lose It All,Sam Tompkins,61,205493,Lose It All,9/21/2022,0.45,0.33,-8.481,0.0295,0.901,0.0042,0.108,0.174,86.788,3,sad
5jQVx40dbpDsstcwlhpk9u,trust issues,Jessica Baio,61,134262,trust issues,9/30/2022,0.587,0.453,-9.357,0.129,0.356,0.00205,0.0812,0.352,161.146,4,sad
3yMC1KsTwh0ceXdIe4QQAQ,Fingers Crossed,Lauren Spencer Smith,79,175344,Fingers Crossed,1/5/2022,0.56,0.473,-7.23,0.0533,0.618,0,0.31,0.441,109.414,4,sad
0l8p1TkaVgcwIUS0xwm6Y5,Two Places at Once,Haley Joelle,53,199395,Two Places at Once (Part I),9/1/2022,0.497,0.278,-9.959,0.0464,0.792,0,0.308,0.237,104.84,5,sad
5DwJKJ3Gg5UlzsTMpYXkwT,Bad Life - acoustic,Sigrid,53,220239,Bad Life (acoustic),5/27/2022,0.542,0.358,-8.641,0.0544,0.612,0,0.369,0.434,189.826,4,sad
1ovZe7upcqycTuPFfOg6kB,complex (demo),Katie Gregson-MacLeod,65,256107,complex (demo),8/26/2022,0.384,0.167,-9.92,0.0375,0.924,0,0.118,0.258,95.102,4,sad
3hUxzQpSfdDqwM3ZTFQY0K,august,Taylor Swift,85,261922,folklore,7/24/2020,0.532,0.623,-9.208,0.0331,0.538,7.28E-05,0.0925,0.403,89.937,4,sad
44V6EzbUSYgyfsNiP0FrlA,Visiting Hours,Ed Sheeran,70,215506,Visiting Hours,8/19/2021,0.471,0.396,-6.654,0.0336,0.77,0,0.0729,0.263,149.609,4,sad
3Inj1eHMvEhwUFej1LYR0d,Shouldn't Be Thinking About You,Jamie Grey,52,171724,Songs They Told Me Weren't Singles - Part 1,10/21/2021,0.708,0.298,-8.704,0.0483,0.887,0,0.101,0.399,86.838,4,sad
6uvh0In7u1Xn4HgxOfAn8O,Matilda,Harry Styles,83,245964,Harry's House,5/20/2022,0.507,0.294,-10,0.04,0.896,1.97E-05,0.0966,0.386,114.199,4,sad
5dXiKFepHXZktud7z5635H,London Is Lonely,Holly Humberstone,57,234760,London Is Lonely,1/20/2022,0.482,0.43,-7.224,0.0481,0.763,2.79E-06,0.344,0.113,143.23,4,sad
2TktkzfozZifbQhXjT6I33,Evergreen (You Didn’t Deserve Me At All),Omar Apollo,81,216680,Ivory,4/8/2022,0.697,0.336,-10.395,0.0424,0.598,0.00528,0.107,0.31,82.029,3,sad
6U1iuA5QfzYRPJxvdcxqtf,Lonely,Noah Cyrus,70,144377,THE END OF EVERYTHING,5/15/2020,0.53,0.281,-8.274,0.0577,0.798,0,0.0928,0.341,122.442,4,sad
3iJVCCW5equhyyZcxrMABz,she's all i wanna be - Acoustic,Tate McRae,57,198705,she's all i wanna be (Acoustic),11/10/2021,0.537,0.17,-12.391,0.0673,0.869,0,0.0976,0.185,137.613,4,sad
0DuWDLjriRPjDRoPgaCslY,Love In The Dark,Adele,83,285935,25,11/20/2015,0.331,0.341,-6.057,0.0309,0.528,0,0.109,0.152,109.821,4,sad
135Lf4Q0CzlMNfOxbEUsLH,GHOST TOWN,Benson Boone,77,193733,GHOST TOWN,10/15/2021,0.391,0.335,-10.064,0.0763,0.389,0,0.102,0.116,174.185,3,sad
6Z165JvPnS8PYvGW8oLGLc,Flowers,Lauren Spencer Smith,77,157373,Flowers,4/14/2022,0.684,0.449,-9.738,0.611,0.869,0,0.0881,0.341,66.165,4,sad
07vp6uxlDyqDPhjLWhFbSI,Boyfriend Of The Year (Sadder),Bellah Mae,48,201290,Boyfriend Of The Year (Sadder),12/9/2022,0.485,0.396,-6.855,0.0594,0.738,0,0.0801,0.42,94.668,5,sad
7MOCaEUbfGyq1K96umNVwJ,Pray,Jessie Murph,76,146266,drowning,2/10/2023,0.588,0.39,-7.753,0.0578,0.726,1.26E-05,0.0965,0.206,96.571,4,sad
29Co9NKhOM5R9vWCrpkPPK,All For You,Cian Ducrot,71,219380,All For You,4/7/2022,0.551,0.268,-9.954,0.0427,0.805,0,0.0977,0.335,77.079,3,sad
63XZMpI9z3Grrd5YH5sl5L,if you ask me to,charli d'amelio,59,192000,if you ask me to,10/26/2022,0.5,0.375,-13.723,0.062,0.588,0.0147,0.115,0.17,129.388,4,sad
6SO2o0mJhtbsfwdwJfXKkk,Hurts The Most,Bradley Marshall,51,202642,Hurts The Most,9/15/2022,0.443,0.409,-9.006,0.0335,0.603,0,0.107,0.592,84.388,4,sad
6gPPoRYJwCsoB2VVdPJfmo,Miserable Man,David Kushner,73,232991,Miserable Man,1/7/2022,0.632,0.349,-10.289,0.0346,0.926,7.50E-05,0.294,0.307,109.981,4,sad
5gukv8x9eP58gFy2OcZEBQ,drunk text me,Lexi Jayde,71,213133,closer to closure,5/26/2022,0.534,0.493,-6.818,0.0316,0.286,0,0.0889,0.232,79.97,4,sad
2KnLkZ3z7PO3kgVGHGqDpD,It'll Be Okay,Shawn Mendes,77,222800,It'll Be Okay,12/1/2021,0.398,0.286,-11.881,0.033,0.616,0.000146,0.0912,0.0666,78.262,4,sad
3ZBeHiRJUj1vdiU8zzGPgb,WYD Now?,Sadie Jean,73,144666,WYD Now?,12/10/2021,0.378,0.334,-10.993,0.304,0.776,0,0.115,0.496,181.296,4,sad
3PhzwF9SOkkMIoUSIxFtwo,I Lost Myself In Loving You,Jamie Miller,65,201306,Broken Memories,4/29/2022,0.456,0.615,-5.454,0.0529,0.614,0,0.0908,0.416,78.461,4,sad
3GYlZ7tbxLOxe6ewMNVTkw,TV,Billie Eilish,86,281380,Guitar Songs,7/21/2022,0.412,0.236,-15.159,0.0379,0.83,0.00653,0.147,0.119,140.214,4,sad
1ZMiCix7XSAbfAJlEZWMCp,Falling,Harry Styles,84,240133,Fine Line,12/13/2019,0.567,0.267,-6.502,0.0299,0.839,1.46E-06,0.089,0.0592,110.011,4,sad
21dpBHPTV7ythCHBI6Slcw,If By Chance,Ruth B.,70,303653,Safe Haven,5/5/2017,0.405,0.279,-8.099,0.0334,0.881,0,0.0933,0.256,119.85,4,sad
0rYhl022XHl0RPay00dGdh,The Hardest Part - Acoustic,Olivia Dean,51,175986,The Hardest Part (Acoustic),10/9/2020,0.512,0.204,-8.376,0.036,0.942,0,0.106,0.296,129.947,3,sad
1ayOMuDEULRqZ4QYVwSNV7,Keep Me - Acoustic,Ashley Singh,53,163000,Keep Me (Acoustic),7/30/2021,0.785,0.318,-7.794,0.0316,0.866,0,0.115,0.424,120.117,4,sad
2xXNLutYAOELYVObYb1C1S,As the World Caves In,Sarah Cothran,74,161612,As the World Caves In,6/10/2021,0.422,0.25,-6.836,0.0351,0.441,0,0.35,0.246,124.026,4,sad
6hjh2phISvfR1Ib6S0FK7b,Trying My Best,Anson Seabra,66,222467,Songs I Wrote in My Bedroom,5/8/2020,0.691,0.0682,-18.186,0.0645,0.951,0,0.0916,0.352,76.94,4,sad
1cpVLszZnKUHUjsJDTEi3D,Black Hole - Acoustic Version,Griff,60,175979,Black Hole (Acoustic Version),3/19/2021,0.824,0.3,-6.678,0.0565,0.854,0,0.174,0.227,112.867,4,sad
6xGruZOHLs39ZbVccQTuPZ,Glimpse of Us,Joji,86,233456,Glimpse of Us,6/10/2022,0.44,0.317,-9.258,0.0531,0.891,4.78E-06,0.141,0.268,169.914,3,sad
5wANPM4fQCJwkGd4rN57mH,drivers license,Olivia Rodrigo,86,242013,SOUR,5/21/2021,0.561,0.431,-8.81,0.0578,0.768,1.42E-05,0.106,0.137,143.875,4,sad
02dRkCEc8Q5ch4TTcnLxOn,Nothing Breaks Like a Heart (feat. Miley Cyrus),Mark Ronson,77,217099,Late Night Feelings,6/21/2019,0.601,0.794,-5.844,0.0671,0.00987,1.36E-06,0.418,0.244,114.066,4,sad
1ItdTDx23yt7tIJOZv5iLQ,One Of Us,Ava Max,70,178010,Diamonds & Dancefloors,1/27/2023,0.626,0.842,-3.827,0.0357,0.014,0,0.235,0.55,145.03,4,sad
1E5Xu8dur0fAjSP1VpVhAZ,Best Friends,The Weeknd,72,163504,Dawn FM,1/6/2022,0.737,0.564,-7.045,0.105,0.436,0,0.351,0.528,90,4,sad
1GsSM1Fju5J1Fsu51jEsTg,tears in the club (feat. the weeknd),FKA twigs,58,196760,CAPRISONGS,1/14/2022,0.616,0.717,-6.178,0.11,0.194,9.81E-05,0.0731,0.72,167.99,4,sad
6f5ExP43esnvdKPddwKXJH,Better Days (NEIKED x Mae Muller x Polo G),NEIKED,79,160656,Better Days (NEIKED x Mae Muller x Polo G),9/24/2021,0.717,0.671,-5.077,0.0337,0.0018,2.54E-06,0.0921,0.699,110.054,4,sad
37BZB0z9T8Xu7U3e65qxFy,Save Your Tears (with Ariana Grande) (Remix),The Weeknd,83,191013,Save Your Tears (Remix),4/23/2021,0.65,0.825,-4.645,0.0325,0.0215,2.44E-05,0.0936,0.593,118.091,4,sad
0yLdNVWF3Srea0uzk55zFn,Flowers,Miley Cyrus,98,200454,Flowers,1/13/2023,0.707,0.681,-4.325,0.0668,0.0632,5.15E-06,0.0322,0.646,117.999,4,sad
58HvfVOeJY7lUuCqF0m3ly,MIDDLE OF THE NIGHT,Elley Duhé,87,184447,MIDDLE OF THE NIGHT,1/10/2020,0.41,0.611,-8.271,0.0467,0.0228,0,0.116,0.0899,185.727,3,sad
63mdJr3NMY3wReOkNE6c6W,People You Know,Selena Gomez,80,194900,Rare,1/10/2020,0.695,0.62,-8.082,0.0521,0.0881,5.43E-05,0.111,0.62,150.032,4,sad
7eB1V5LvAdxCc7brfGhRRo,watch,Billie Eilish,80,177523,dont smile at me,12/22/2017,0.441,0.599,-8.985,0.225,0.333,0.00198,0.103,0.35,165.212,4,sad
7JDWhC422Gtk1Bq0mL3OTC,feel something,Bea Miller,68,180161,feel something,6/21/2019,0.74,0.415,-8.914,0.0707,0.242,0.000156,0.319,0.156,136.029,4,sad
5Zn95uMcSkg22ScxTEVmRz,The Hard Way,PNAU,65,183925,The Hard Way,3/10/2023,0.691,0.906,-4.459,0.169,0.072,0,0.297,0.653,119.985,4,sad
7lidXGPXPYLNThITAOTlkK,You should be sad,Halsey,73,205473,Manic,1/17/2020,0.591,0.585,-6.35,0.0277,0.143,0,0.109,0.324,110.94,4,sad
2EBnvom1dTybtm75a3Xh1T,feel like shit,Tate McRae,69,204314,feel like shit,11/11/2021,0.508,0.378,-7.158,0.0473,0.516,0,0.119,0.161,144.962,4,sad
5K6Ssv4Z3zRvxt0P6EKUAP,Heartbreak Anthem (with David Guetta & Little Mix),Galantis,78,183725,Heartbreak Anthem (with David Guetta & Little Mix),5/20/2021,0.595,0.784,-4.878,0.102,0.216,0,0.0608,0.479,124.111,4,sad
6aqNCrRA7vs7v6QvRpI50t,Dancing On My Own,Robyn,64,285853,Body Talk,1/1/2010,0.674,0.857,-5.328,0.0346,0.0557,0.196,0.0942,0.278,117.028,4,sad
6nVKC0GCQrf9MQSJgYiaEr,Crying On The Bathroom Floor,MUNA,50,255506,About U,2/3/2017,0.57,0.836,-6.431,0.103,0.1,0,0.173,0.318,114.96,4,sad
51NFxnQvaosfDDutk0tams,bellyache,Billie Eilish,80,179172,Bellyache,2/24/2017,0.695,0.573,-8.597,0.106,0.46,0.0734,0.482,0.408,99.939,4,sad
5WtfUKzXircvW8l5aaVZWT,What A Time (feat. Niall Horan),Julia Michaels,80,173306,Inner Monologue Part 1,1/24/2019,0.516,0.467,-6.184,0.0302,0.662,0,0.0853,0.386,132.861,4,sad
05eZlxyjbkHMPCnunUasCS,"How Long - From""Euphoria"" An HBO Original Series",Tove Lo,67,199314,"How Long (From ""Euphoria"" An HBO Original Series)",1/26/2022,0.668,0.687,-7.129,0.058,0.0157,0.000822,0.149,0.468,97.025,4,sad
6I3mqTwhRpn34SLVafSH7G,Ghost,Justin Bieber,88,153190,Justice,3/19/2021,0.601,0.741,-5.569,0.0478,0.185,2.91E-05,0.415,0.441,153.96,4,sad
4LRPiXqCikLlN15c3yImP7,As It Was,Harry Styles,92,167303,As It Was,3/31/2022,0.52,0.731,-5.338,0.0557,0.342,0.00101,0.311,0.662,173.93,4,sad
1v6svH1Fyx9C1nIt1mA2DT,All I Want,Olivia Rodrigo,74,177322,High School Musical: The Musical: The Series (Original Soundtrack),1/10/2020,0.376,0.43,-6.585,0.0328,0.0902,0,0.0912,0.129,77.599,3,sad
4RvWPyQ5RL0ao9LPZeSouE,Everybody Wants To Rule The World,Tears For Fears,88,251488,Songs From The Big Chair (Super Deluxe Edition),2/25/1985,0.645,0.795,-12.095,0.0527,0.347,0.00389,0.104,0.535,112.067,4,sad
6Szgu8v7CAapag3XuuJX0b,Too Well,Reneé Rapp,72,156631,Everything To Everyone,11/11/2022,0.668,0.618,-4.639,0.0607,0.125,0,0.112,0.389,120.951,4,sad
32FhTAAjKZaBein150o3Px,because i liked a boy,Sabrina Carpenter,72,196458,emails i can't send,7/15/2022,0.386,0.592,-7.299,0.374,0.363,0,0.117,0.161,146.879,4,sad
05ABOPiW13nqIedJfqmfPM,rubberband,Tate McRae,64,147713,rubberband,1/20/2021,0.64,0.593,-6.068,0.0431,0.32,0,0.104,0.432,155.08,4,sad
2DtUUBwYwEzKMTMDrc5EiO,girls like me don't cry,thuy,67,213640,girls like me don't cry,10/6/2022,0.871,0.372,-9.077,0.0413,0.253,1.60E-06,0.104,0.608,110.011,4,sad
4SDccIA3pVkjaZsivDPaV5,Sorry To Me Too,Julia Michaels,63,209596,Sorry To Me Too,11/11/2022,0.682,0.642,-6.765,0.0825,0.391,0.000271,0.107,0.387,148.127,4,sad
76OGwb5RA9h4FxQPT33ekc,SNAP,Rosa Linn,90,179551,SNAP,3/19/2022,0.565,0.636,-8.198,0.0638,0.107,9.90E-06,0.447,0.525,170.01,4,sad
6HU7h9RYOaPRFeh0R3UeAr,deja vu,Olivia Rodrigo,86,215506,SOUR,5/21/2021,0.442,0.612,-7.222,0.112,0.584,5.70E-06,0.37,0.178,180.917,4,sad
3oyBjanJeqPz5cOMDedCyl,You Know What I Need,PNAU,60,170000,You Know What I Need,12/2/2022,0.775,0.896,-3.445,0.0901,0.017,0,0.0492,0.86,109.929,4,sad
6kxaaIeowajN7w21PfMLbu,So Good,Halsey,72,176058,So Good,6/9/2022,0.576,0.627,-4.649,0.0449,0.0385,0,0.181,0.311,164.998,4,sad
2Lq7rOLcBBTvBa86k1YTW0,Oh Laura,SG Lewis,55,216018,AudioLust & HigherLove,1/27/2023,0.789,0.568,-5.084,0.0568,0.0187,0.000409,0.0681,0.899,90,4,sad
6K8VQ84MqhsoakN5MjrnVR,Supercut,Lorde,71,277506,Melodrama,6/16/2017,0.562,0.437,-10.229,0.052,0.219,2.18E-05,0.0806,0.15,124.852,4,sad
4TQCxVR2rmR3ozusDumesX,missin u,Tori Kelly,68,177524,missin u,3/17/2023,0.628,0.514,-6.277,0.0322,0.0703,6.18E-06,0.108,0.325,81.46,4,sad
3mbaod7ARSaS3fr5mOMkk1,One Last Time,Ariana Grande,50,197266,My Everything,8/25/2014,0.628,0.593,-5.036,0.0323,0.093,1.65E-06,0.096,0.104,125.026,4,sad
5B6Kjha6RRIMWGN7zGsAaT,So Hot You're Hurting My Feelings,Caroline Polachek,67,183861,Pang,10/18/2019,0.795,0.576,-4.971,0.0289,0.0787,1.01E-05,0.121,0.847,111.975,4,sad
3CRLMDJygwt1KWMg1FASye,Sting,FLETCHER,50,187253,Sting,9/2/2022,0.521,0.626,-7.245,0.0591,0.261,0,0.161,0.512,95.011,4,sad
7LgOkzv8NTDeInrCLJnNru,Heartbreak On The Dancefloor (feat. Frances),SG Lewis,47,195853,times,2/19/2021,0.699,0.748,-5.706,0.107,0.0999,0,0.0616,0.86,101.019,4,sad
1ixphys4A3NEXp6MDScfih,Be the One,Dua Lipa,69,202914,Be the One,10/30/2015,0.661,0.651,-3.771,0.0499,0.117,1.32E-05,0.056,0.368,87.46,4,sad
0HPJa3SJksQakwtOrJT7pj,Who's Gonna Love You Tonight (with Tinashe),Snakehips,54,196535,Who's Gonna Love You Tonight (with Tinashe),9/9/2022,0.519,0.746,-5.217,0.0505,0.386,0,0.117,0.527,90.999,4,sad
6Zx9jLPOmRwZSxf7zdwoth,Sad Girl Music (feat. BANKS),Kito,46,203788,Sad Girl Music (feat. BANKS),9/21/2022,0.742,0.522,-8.14,0.0808,0.0954,1.95E-05,0.216,0.403,127.909,4,sad
6p19vVjC4Lge9VANZlG8gi,I feel 2 much,blackbear,53,240037,everything means nothing,8/21/2020,0.612,0.544,-7.279,0.0666,0.408,0,0.0998,0.694,86.046,4,sad
0UCPhf8taREU3GMhFMoNKN,I'm Not Dead Yet,Mike Posner,61,178852,I'm Not Dead Yet,9/23/2022,0.723,0.64,-6.006,0.0389,0.122,5.06E-06,0.204,0.456,136.034,4,sad
5J9KqprFnG4M82Nx8fmScr,call me when ur lonely,Alaina Castillo,49,159906,call me when ur lonely,7/15/2022,0.302,0.596,-7.101,0.0489,0.042,2.19E-05,0.102,0.105,137.565,4,sad
7rWgGyRK7RAqAAXy4bLft9,Angeleyes,ABBA,75,260893,Voulez-Vous,1979,0.719,0.922,-6.091,0.0338,0.523,0.000163,0.0867,0.964,133.113,4,sad
7iUB3byx9Rcks8zW10JVkP,Stupid Feelings,220 KID,63,166924,Stupid Feelings,8/6/2021,0.715,0.778,-6.546,0.0365,0.0152,0,0.121,0.756,123.954,4,sad
3Z39gbqdaGL3WJXBG0gcuE,Telepath,Conan Gray,67,194973,Telepath,10/29/2021,0.606,0.819,-4.804,0.049,0.00298,0,0.0702,0.744,75.006,4,sad
3z06k8YF9CqX0CGFrlekOK,everything sucks,vaultboy,75,115401,everything sucks,5/21/2021,0.76,0.371,-8.964,0.0531,0.00772,0,0.0785,0.653,138.023,4,sad
7a4YwlUER1m7rkWJjYJRAD,"If I Don't Laugh, I'll Cry",Frawley,69,198009,"If I Don't Laugh, I'll Cry",5/6/2022,0.674,0.595,-5.18,0.0365,0.358,0,0.146,0.207,81.045,4,sad
6o8tRLnKNSVoBHCTfiFdBA,Looks Like Me,Dean Lewis,64,190527,Looks Like Me,10/21/2021,0.769,0.724,-5.12,0.0864,0.548,0,0.161,0.464,110.659,5,sad
77Gyctcku69jSlSSYhZEkh,Vicious,Sabrina Carpenter,54,149890,Vicious,7/1/2022,0.721,0.457,-6.916,0.159,0.308,0,0.258,0.63,129.98,4,sad
3o9kpgkIcffx0iSwxhuNI2,Numb Little Bug,Em Beihold,76,169237,Numb Little Bug,1/28/2022,0.742,0.527,-6.892,0.0769,0.327,0,0.25,0.638,84.974,4,sad
4rdIhBrlaAOPnlTlugZBgz,echo,Alexander Stewart,65,198750,echo,1/21/2022,0.631,0.503,-7.451,0.0371,0.404,0,0.116,0.514,127.926,4,sad
